cycle,VS1_std,VS1_max,PS1_std,PS1_max,PS1_median,PS2_std,PS2_max,PS2_median,PS3_std,PS3_max,PS3_median,PS5_mean,PS5_max,PS6_mean,PS6_max,FS1_median,FS1_std,FS1_max,FS2_median,FS2_std,FS2_max,TS1_mean,TS1_max,TS1_std,TS2_mean,TS2_max,TS2_std,TS3_mean,TS3_max,TS3_std,TS4_mean,TS4_max,TS4_std,EPS1_median,EPS1_std,EPS1_max,CE_value,CE_diff,CP,CP_delta,SE,SE_delta,valve_optimal
235,0.0370547426762386,0.75,15.214067349579802,190.01,151.02,45.65827155739791,165.79,125.39,0.8345507943413167,10.562,1.891,8.532295333333321,8.592,8.474168166666576,8.535,7.354,2.880620931771934,19.981,9.1995,0.0200552558900327,9.267,54.205266666666674,54.5,0.234907400917148,58.71539999999997,58.883,0.1500504096086674,55.73843333333332,55.871,0.0692955758772397,49.52441666666669,49.68,0.0731558104245317,2349.6,200.84390847149191,2865.6,20.454,0.086000000000002,1.566,-0.0009999999999998,65.221,-0.1640000000000014,0
236,0.0387992078665717,0.756,15.21113682579569,190.01,151.02,45.64201586364439,165.59,125.42,0.833435175328989,10.828,1.883,8.532672333333307,8.594,8.474373833333278,8.528,7.355,2.883778035879772,20.176,9.204,0.0186241419786452,9.26,54.197266666666685,54.418,0.2041092152535316,58.711233333333325,58.887,0.1460198926158633,55.73851666666666,55.836,0.0672139240181749,49.47063333333335,49.617,0.0691943876108186,2347.8,201.2851638852922,2863.4,20.519,0.0649999999999977,1.568,0.002,65.23,0.0090000000000003,0
237,0.0388823046618794,0.758,15.211180883695716,189.98,151.04,45.65462909515356,165.44,125.41,0.8320330322118653,10.734,1.883,8.532786833333304,8.593,8.474440666666586,8.537,7.352,2.8708341737700613,19.961,9.203,0.0187541511635513,9.252,54.23061666666668,54.473,0.2238388563583619,58.72506666666665,58.891,0.1493375049861233,55.72218333333333,55.836,0.0622388759829086,49.46298333333334,49.687,0.0899673182971566,2348.8,200.8435080197904,2863.6,20.579,0.0600000000000022,1.58,0.012,65.368,0.137999999999991,0
238,0.0373475772363312,0.749,15.20761902316842,189.98,151.06,45.6403195550329,165.75,125.425,0.8270658577834501,10.453,1.883,8.533061166666641,8.59,8.475307999999933,8.53,7.351,2.8912936208157096,20.479,9.201,0.0182632755627066,9.278,54.26781666666668,54.574,0.216754761968816,58.7409,58.902,0.1447686289643013,55.72689999999999,55.828,0.0543724444168594,49.55001666666668,49.687,0.0676870895399956,2347.6,201.2845830747505,2862.6,20.146,-0.4329999999999998,1.542,-0.038,65.269,-0.0989999999999895,0
239,0.0389804238859415,0.74,15.2139783234156,189.93,151.01,45.65416130502211,165.95,125.41,0.8271811938458982,10.539,1.883,8.530307999999968,8.587,8.472250666666628,8.528,7.355,2.88689509771847,20.479,9.201,0.0187167052562224,9.269,54.24221666666667,54.484,0.1971151338398461,58.75586666666665,58.891,0.1348272550360838,55.74853333333331,55.863,0.0518447704786968,49.57135,49.684,0.0924031008724674,2346.0,201.07887588850213,2861.4,20.209,0.0629999999999988,1.551,0.0089999999999998,65.392,0.1229999999999904,0
240,0.0322520791604121,0.723,15.23090105841977,189.94,150.95,45.67163263670581,166.02,125.4,0.8315800354597275,10.734,1.867,8.529633166666652,8.592,8.471985833333232,8.536,7.353,2.884736830450423,19.998,9.199,0.0181073573778055,9.252,54.24479999999999,54.492,0.2218098743045111,58.75605,58.91,0.1326435806645972,55.76184999999998,55.91,0.055702546879057,49.60151666666668,49.684,0.0606430209397622,2347.4,201.32841607731115,2863.4,19.686,-0.5229999999999997,1.508,-0.0429999999999999,65.29,-0.1019999999999896,0
241,0.0359722546880874,0.749,15.178148040410962,190.07,151.0,45.51487588597536,165.72,125.42,0.8306832398616536,11.031,1.891,8.52604466666663,8.583,8.470275333333273,8.528,7.351,2.830523641154721,20.479,9.199,0.0185875180262803,9.267,54.2562,54.508,0.2362870130632928,58.76073333333333,58.926,0.1315112763956353,55.75986666666666,55.883,0.060053780040687,49.64970000000001,49.762,0.0750358784239072,2347.6,200.6131146735977,2863.4,19.919,0.2330000000000005,1.527,0.0189999999999999,65.299,0.0090000000000003,1
242,0.0370352214401189,0.761,15.158418491806,189.98,151.06,45.463117917057225,164.06,125.44,0.8297699842520716,10.953,1.883,8.529821333333334,8.584,8.473554333333269,8.533,7.347,2.8430692360783665,20.479,9.203,0.0181300069169016,9.258,54.27685,54.512,0.2335030813138253,58.74099999999998,58.887,0.1390624783374583,55.776383333333335,55.883,0.0612616205971748,49.65064999999998,49.727,0.0573336429173081,2348.0,200.20597775736832,2867.6,20.012,0.0929999999999999,1.527,0.0,65.375,0.0759999999999934,1
243,0.0369073163478462,0.747,15.1730237438272,189.96,151.02,45.49115218106933,165.66,125.34,0.835645246989679,10.648,1.891,8.530912499999987,8.592,8.472395166666608,8.533,7.3485,2.8491730977970344,20.479,9.201,0.0192450060733846,9.258,54.29854999999999,54.508,0.2019032680790904,58.75361666666666,58.91,0.1367098984261336,55.78230000000001,55.875,0.0470784775757191,49.59076666666667,49.68,0.0639561201976347,2347.8,201.15934569574196,2865.4,20.124,0.1119999999999983,1.529,0.002,65.147,-0.2279999999999944,1
244,0.0391361378796578,0.759,15.156643337379816,189.95,151.09,45.512070524337005,165.84,125.47,0.830337848137336,10.867,1.883,8.527812166666621,8.589,8.472544833333275,8.533,7.3445,2.840732245649822,20.479,9.199,0.0198121393426128,9.259,54.30125,54.574,0.2207734957839772,58.75688333333332,58.953,0.1329443736950733,55.764833333333314,55.895,0.0626234825362806,49.5683,49.687,0.0645149568783614,2349.6,201.18604420399973,2865.6,20.18,0.0560000000000009,1.526,-0.0029999999999998,65.271,0.1239999999999952,1
245,0.0332951193382965,0.757,15.167517534374454,189.95,151.09,45.5257199922757,165.92,125.45,0.8288382884825694,10.727,1.883,8.525702333333312,8.58,8.468928833333266,8.526,7.345,2.8297181455982683,20.479,9.198,0.019888465853661,9.263,54.30936666666666,54.52,0.2107281135802896,58.77483333333331,58.953,0.1321696606980578,55.80343333333334,55.965,0.0696685534845733,49.60755000000002,49.711,0.0754252183246554,2345.6,202.2395564067259,2867.4,20.253,0.0730000000000004,1.545,0.0189999999999999,65.148,-0.1230000000000046,1
246,0.0387704529583917,0.754,15.16862461780564,189.94,151.08,45.54522169904072,165.63,125.46,0.8299180935110173,10.727,1.883,8.527003166666676,8.585,8.470039999999965,8.521,7.348,2.849145661590005,20.479,9.198,0.0192405178317254,9.256,54.30425000000001,54.59,0.2243503332600562,58.785383333333336,58.969,0.1409968255041938,55.7914,55.922,0.06097073485267,49.569633333333336,49.684,0.0904626464098861,2346.8,200.63730448661377,2863.4,20.376,0.1230000000000011,1.555,0.01,65.23,0.0820000000000078,1
247,0.0672123374469653,0.869,20.020027553550367,189.99,188.61,56.96451929091502,165.92,164.755,0.8449943677584857,11.023,0.797,8.52107233333338,8.576,8.463685499999944,8.521,1.116,3.268069472795918,20.479,9.1855,0.0193985094144213,9.256,54.267833333333336,54.492,0.2053933115497641,58.56838333333334,58.883,0.1752758689209349,55.83441666666668,55.926,0.0596979094732823,49.66506666666668,49.734,0.0452955891393439,2849.8,268.9466419986197,2865.6,20.014,-0.3620000000000019,1.533,-0.022,65.247,0.0169999999999959,1
248,0.0947113127792112,0.878,15.469216165752744,189.91,151.19,45.763058607475706,165.15,124.92,0.8905068879120898,11.187,1.898,8.51575833333336,8.572,8.459304499999957,8.521,7.358499999999999,2.885577921146244,20.479,9.181,0.0178303025316315,9.247,54.37931666666666,54.656,0.2826913925932798,58.6443,58.93,0.263585016677635,55.912783333333344,56.012,0.0448080999285737,49.72891666666666,49.832,0.0389999094595505,2345.8,206.03379652117303,2857.4,19.984,-0.0299999999999975,1.532,-0.0009999999999998,10.784,-54.463,1
249,0.0420534331884788,0.772,15.025304556732264,189.92,151.35,45.57120307210818,165.64,125.3,0.841402579351275,10.695,1.898,8.516812333333382,8.581,8.459879166666596,8.521,7.336,2.8293263641746798,20.479,9.19,0.0197177410659401,9.248,54.392566666666646,54.664,0.2472825438585898,58.79964999999998,58.973,0.1557231164055324,55.96599999999998,56.129,0.0894116361441063,49.80604999999999,49.926,0.0667734406248575,2349.8,198.0511179562757,2857.8,20.112,0.1279999999999965,1.555,0.0229999999999999,65.61,54.826,1
250,0.0358114175524879,0.743,15.054338681772917,189.96,151.28,45.60095275117126,164.57,125.32,0.8397257916128632,10.516,1.8945,8.515580166666755,8.576,8.459465999999917,8.514,7.336,2.8265057379755256,20.479,9.188,0.0194125397631441,9.247,54.41535000000002,54.664,0.2272074259499009,58.86881666666668,59.055,0.1540684958465862,55.94218333333334,56.086,0.0725147540023579,49.71193333333333,49.754,0.0306206237505064,2349.8,198.76980069195923,2861.4,19.796,-0.3159999999999989,1.523,-0.032,65.183,-0.4269999999999925,1
251,0.0403144805824503,0.749,15.040377818813075,190.07,151.515,45.627413139081575,164.84,125.69,0.8500564899087462,10.977,1.937,8.512950500000038,8.568,8.457312666666613,8.521,7.4535,2.8679287244577467,20.479,9.187,0.0188921052724394,9.257,54.40338333333331,54.652,0.2131674039115635,58.8978,59.094,0.141310908571688,55.96531666666667,56.078,0.0650221583265759,49.70133333333333,49.762,0.0376926314188448,2338.0,199.61254120104977,2857.6,20.112,0.3159999999999989,1.55,0.0270000000000001,65.34,0.1569999999999964,1
252,0.0373806915625555,0.746,15.274640203969314,190.19,151.34,46.13220175877471,163.19,125.63,0.8519022352244398,10.672,1.945,8.51090216666673,8.561,8.454632999999966,8.508,7.452,2.9127639565959926,20.479,9.186,0.0180100089652143,9.241,54.39924999999997,54.656,0.2179235307492915,58.90625000000001,59.105,0.140017144833973,55.98316666666668,56.09,0.0598167162925437,49.750383333333325,49.844,0.0622632714507637,2335.4,201.94862395140223,2849.6,20.343,0.2310000000000016,1.577,0.0269999999999999,66.969,1.628999999999991,0
253,0.0387749227306562,0.746,15.224874776911992,190.04,151.57,46.24216943032701,161.89,125.88,0.8516543251990468,10.695,1.937,8.516283333333384,8.573,8.460181666666628,8.512,7.454,2.900919929640573,20.479,9.189,0.0192625231183169,9.249,54.425416666666656,54.656,0.2373038738223069,58.92308333333333,59.129,0.1614212608249844,55.91421666666667,56.008,0.0431112442238806,49.68899999999998,49.762,0.0435761558186617,2337.8,200.8707543063072,2848.6,19.932,-0.4110000000000013,1.535,-0.042,66.618,-0.3509999999999991,0
254,0.0422399789205562,0.767,15.270973233143003,190.13,151.41,46.14313268972734,164.61,125.74,0.8505222901237898,10.672,1.937,8.514000500000053,8.566,8.45798783333328,8.511,7.458,2.898292700803794,20.479,9.186,0.0203536757716614,9.246,54.43626666666665,54.656,0.2103108971174053,58.93991666666666,59.133,0.1398957592149514,55.96181666666666,56.156,0.0934559611082493,49.73215000000002,49.844,0.068318502593443,2335.8,202.20872618752128,2849.6,20.153,0.221,1.548,0.0130000000000001,66.784,0.166000000000011,0
255,0.0377051113740407,0.75,15.255015284569708,190.15,151.4,46.15256185717309,166.16,125.71,0.8517591918354308,10.484,1.937,8.514776000000026,8.566,8.458496166666585,8.509,7.459,2.898547519799894,20.479,9.187,0.0188150234789699,9.249,54.42731666666666,54.656,0.2188762897757284,58.92891666666665,59.117,0.1499674870601664,55.97200000000001,56.133,0.0791366550309747,49.71175,49.832,0.0382541124409402,2335.8,201.95973190799103,2853.4,20.3,0.147000000000002,1.57,0.022,66.808,0.0240000000000009,0
256,0.040409416030856,0.752,15.271660008646023,190.17,151.35,46.15624635983178,162.38,125.68,0.852131548400012,10.664,1.945,8.515900333333363,8.569,8.459166666666599,8.514,7.463,2.900606502072704,20.479,9.182,0.0184761627324378,9.239,54.43675,54.656,0.2182939726024899,58.94363333333332,59.141,0.150289208952884,55.94178333333331,56.102,0.0728232342479213,49.69943333333334,49.754,0.0378338771458473,2336.0,202.0314820955131,2853.4,19.983,-0.3170000000000001,1.533,-0.0370000000000001,66.813,0.0049999999999954,0
257,0.0423097803601518,0.772,15.28715303332097,190.15,151.28,46.1093645758431,165.46,125.61,0.8558629193461266,10.812,1.937,8.519090166666679,8.569,8.463370666666613,8.526,7.464,2.908709244856857,20.479,9.186,0.0187389348540886,9.237,54.4292,54.652,0.2201485476918881,58.94663333333334,59.129,0.1442685780025223,55.94531666666668,56.102,0.0556720091147249,49.70681666666665,49.844,0.0568755679179444,2337.8,200.94876951549247,2853.4,20.02,0.036999999999999,1.539,0.006,66.866,0.0529999999999972,0
258,0.0414601980530589,0.76,15.29897135581314,190.15,151.27,46.1293941887105,161.64,125.59,0.852929851183835,10.719,1.945,8.51970833333336,8.581,8.46354149999995,8.536,7.462,2.9027379613926123,20.479,9.189,0.0184434113237668,9.248,54.43025,54.684,0.2144079451633093,58.93795,59.133,0.1423931564961922,55.9354,56.098,0.0794611513651241,49.688550000000006,49.766,0.0385998265562105,2337.8,202.3558944635241,2855.4,20.265,0.245000000000001,1.575,0.036,66.62,-0.2459999999999951,0
259,0.0418401585806805,0.75,15.303247244751503,190.17,151.24,46.10382792297213,163.84,125.59,0.8551806763937155,10.719,1.937,8.524157166666656,8.584,8.46738833333331,8.531,7.467,2.902655967385253,20.479,9.192,0.0194791671316424,9.252,54.45076666666666,54.672,0.2226659249285656,58.9406,59.129,0.1506883865150479,55.91088333333333,56.008,0.0655138985556097,49.6921,49.762,0.0373792745982519,2337.0,203.0678058990256,2857.6,20.14,-0.125,1.543,-0.032,66.636,0.0159999999999911,0
260,0.0365714840596834,0.742,15.285355563494075,190.06,151.28,46.14014352164687,160.91,125.61,0.8550711369214191,10.789,1.937,8.518696833333367,8.571,8.461577333333313,8.521,7.4645,2.915203814887468,20.479,9.187,0.0187453719756744,9.24,54.42568333333333,54.668,0.2147908317699561,58.93233333333333,59.141,0.1476416489246007,55.94474999999999,56.098,0.0721553467720629,49.67564999999999,49.766,0.0478818549546517,2337.8,201.7352687308391,2855.4,19.976,-0.1640000000000014,1.531,-0.012,66.69,0.054000000000002,0
261,0.036917877255023,0.731,15.298389793948202,190.07,151.25,46.09241268486038,165.66,125.58,0.861319510306022,10.781,1.937,8.51773000000007,8.571,8.460132999999951,8.517,7.4645,2.9358836183963333,20.479,9.187,0.0190502629400672,9.25,54.418800000000005,54.672,0.2552202637935462,58.92105,59.133,0.1522697678575419,55.93743333333332,56.086,0.0716442166913049,49.68588333333334,49.754,0.0415912685045702,2337.6,202.2155495776987,2855.4,20.155,0.179000000000002,1.551,0.02,66.637,-0.0529999999999972,0
262,0.0370491199373965,0.738,15.24349324068777,190.13,151.23,45.89932327495084,164.2,125.58,0.8540775378422402,10.695,1.937,8.521740666666707,8.578,8.464351666666637,8.518,7.471,2.9354235052644047,20.322,9.197,0.0190117203109548,9.261,54.42963333333333,54.664,0.2171185700172324,58.920016666666655,59.129,0.1441971921570893,55.89591666666664,56.012,0.0531222739413567,49.679566666666666,49.766,0.0517190476227631,2335.4,202.1925456066866,2852.6,20.133,-0.022000000000002,1.548,-0.0029999999999998,66.747,0.1099999999999994,0
263,0.0405465311270974,0.761,15.245535763026307,190.09,151.25,45.86038950560685,166.14,125.61,0.8602667669529567,11.266,1.937,8.523272166666725,8.573,8.465658833333254,8.523,7.462,2.932450076621143,20.294,9.192,0.0179447770189356,9.259,54.43506666666666,54.672,0.2029575280498128,58.920549999999984,59.105,0.1425871633512023,55.86251666666666,55.949,0.0310245893001492,49.66836666666668,49.754,0.0459815610305076,2334.6,201.17033310156188,2853.4,19.849,-0.2839999999999989,1.543,-0.0050000000000001,66.673,-0.073999999999998,0
264,0.0481216208733686,0.753,15.244341827039046,190.12,151.28,45.8755804846124,165.54,125.61,0.8534257167646333,10.641,1.945,8.516822666666686,8.569,8.45997033333328,8.512,7.461,2.9158926021395266,20.178,9.187,0.018952883324458,9.248,54.41603333333333,54.664,0.2003980755909725,58.91526666666668,59.117,0.1435530807947,55.92068333333332,56.09,0.0667310543586654,49.70215,49.766,0.0522081313882316,2335.6,201.73824406422932,2851.6,19.944,0.0949999999999988,1.536,-0.0069999999999998,66.728,0.0549999999999926,0
265,0.0358412223611162,0.75,15.249186930340306,190.09,151.25,45.91284888786768,164.86,125.62,0.8523712574549864,10.555,1.937,8.522140999999987,8.583,8.465121833333255,8.523,7.467499999999999,2.9098620213632613,20.294,9.193,0.0195655856661551,9.243,54.42444999999999,54.668,0.2271712879476563,58.92155000000001,59.129,0.150107015497927,55.89316666666664,56.09,0.0906122614269391,49.71088333333334,49.832,0.064363136008403,2335.8,201.12258709643575,2849.8,19.824,-0.1199999999999974,1.521,-0.0150000000000001,66.668,-0.059999999999988,0
266,0.0349670183584668,0.735,15.252267151380265,190.34,151.27,45.886519364670896,165.69,125.6,0.8534869530986409,10.883,1.937,8.519421833333354,8.575,8.462362499999928,8.516,7.466,2.9399832185344748,20.479,9.189,0.0185322584942324,9.266,54.41753333333332,54.668,0.2200374749797869,58.92131666666667,59.117,0.1403630271066105,55.88086666666664,55.93,0.0380358736407589,49.63633333333333,49.754,0.080556468596682,2336.0,201.11853345905828,2849.6,20.327,0.5030000000000001,1.569,0.048,66.686,0.0180000000000006,0
267,0.0409030650986362,0.762,15.259434201096006,190.2,151.25,45.90203775673603,165.19,125.63,0.8500469906470669,11.078,1.937,8.520348833333331,8.573,8.462436333333315,8.517,7.469,2.939267976470361,20.479,9.192,0.0204652071835101,9.258,54.40129999999999,54.668,0.2272126831623416,58.90553333333335,59.105,0.1484423607440844,55.89123333333331,56.09,0.1051640150265153,49.644866666666665,49.754,0.0567413001370508,2335.8,201.89632604788568,2853.4,19.962,-0.365000000000002,1.533,-0.036,66.604,-0.0820000000000078,0
268,0.040743166908299,0.756,15.266437400741268,190.19,151.21,45.887044303331145,160.93,125.57,0.8552901778078582,11.266,1.945,8.523136166666704,8.578,8.464985666666632,8.524,7.469,2.9257705021687195,20.026,9.192,0.0190078913407573,9.262,54.42024999999999,54.664,0.2194978572151315,58.908083333333344,59.117,0.1406551609212591,55.90449999999998,56.098,0.0883543520457462,49.640766666666686,49.75,0.069494876452205,2337.6,201.4257704839628,2853.8,20.183,0.221,1.552,0.0190000000000001,66.774,0.1700000000000017,0
269,0.03959813669074,0.755,15.26648570314322,190.18,151.27,45.87356334862515,166.34,125.63,0.8523439963484956,11.0,1.937,8.52141833333339,8.575,8.463499499999958,8.521,7.468500000000001,2.924847930307781,20.167,9.189,0.0181740904202752,9.246,54.42564999999999,54.672,0.2027845834577554,58.896600000000014,59.078,0.1396293155562684,55.91341666666665,56.086,0.0723211509176704,49.65478333333333,49.762,0.0825449218564878,2339.8,201.7085241987368,2861.8,20.166,-0.0169999999999994,1.544,-0.008,66.645,-0.1290000000000049,0
270,0.0357185284808341,0.744,15.259228505828728,190.2,151.24,45.8650197011256,165.18,125.63,0.8535916068067144,11.023,1.937,8.52133300000002,8.575,8.46437533333325,8.517,7.468500000000001,2.9309249550930696,20.231,9.187,0.0194639343719453,9.247,54.42393333333335,54.68,0.2207164656116312,58.90675000000002,59.121,0.1578180270470301,55.89811666666665,56.078,0.0711582365771411,49.67731666666667,49.773,0.0504620991074258,2334.0,202.4796005840641,2853.8,19.924,-0.2420000000000008,1.54,-0.004,66.696,0.0510000000000019,0
271,0.0380772148900797,0.75,15.243908589126166,190.15,151.3,45.89606635287226,165.71,125.69,0.8548315209090885,11.117,1.937,8.518787333333409,8.576,8.461621999999952,8.517,7.467,2.93956416158882,20.479,9.187,0.0192024518467881,9.245,54.39718333333331,54.656,0.2067847068130322,58.915066666666654,59.086,0.1402576160857463,55.88641666666667,56.004,0.0481766845875998,49.67828333333333,49.762,0.044034305450378,2335.6,201.12928486936457,2851.4,19.969,0.0450000000000017,1.531,-0.0090000000000001,66.754,0.0580000000000069,0
272,0.0424761648018178,0.754,15.21161649730813,190.26,151.31,45.71342864061456,166.09,125.68,0.8520698581848655,11.109,1.937,8.518961000000026,8.576,8.462037666666646,8.524,7.467,2.9276510875355006,20.378,9.189,0.0205442343451946,9.259,54.38178333333334,54.664,0.2037595036083832,58.90488333333334,59.074,0.1342700405351499,55.90963333333333,56.086,0.0932975859710343,49.676966666666665,49.762,0.0597452123226642,2335.8,200.24368983607303,2850.8,20.025,0.0559999999999973,1.541,0.01,66.809,0.0549999999999926,0
273,0.0408728875644125,0.755,15.187595616380438,190.18,151.34,45.706951298661245,165.93,125.7,0.8510709589892282,10.664,1.937,8.523292333333316,8.576,8.466698999999945,8.528,7.465,2.9246639405232897,20.479,9.196,0.0184990919327741,9.254,54.41794999999999,54.672,0.2155199801976765,58.91395000000001,59.105,0.1439143371616528,55.85618333333332,55.926,0.0315172762237624,49.62728333333335,49.707,0.0622213358323999,2337.4,199.66599003718304,2849.8,20.331,0.3060000000000009,1.557,0.016,66.789,-0.019999999999996,0
274,0.0387142070887222,0.753,15.190634830618542,190.16,151.34,45.75365200059874,165.98,125.735,0.8458141662015245,10.75,1.945,8.52169733333336,8.576,8.465156499999932,8.525,7.466,2.9268550912840947,20.479,9.192,0.0182527874240597,9.24,54.42836666666666,54.664,0.2293695092016651,58.92535,59.129,0.1533108977076713,55.86139999999999,55.93,0.0387649151175104,49.6037,49.723,0.067409525052447,2336.0,200.39227116756817,2853.0,20.208,-0.1230000000000011,1.544,-0.0129999999999999,66.791,0.0019999999999953,0
275,0.0385158966374315,0.744,15.18955179684774,190.17,151.35500000000002,45.747515728154816,165.95,125.73,0.8423051484310191,10.5,1.937,8.519653166666696,8.577,8.462955666666604,8.523,7.4665,2.9244901225404054,20.479,9.192,0.0201305364433198,9.261,54.37680000000002,54.59,0.1890760585907254,58.9316,59.121,0.1302102862452419,55.908616666666646,56.102,0.0712256123392932,49.683816666666665,49.754,0.042354233241157,2339.8,199.9539714672711,2849.4,20.041,-0.166999999999998,1.558,0.014,66.715,-0.0759999999999934,0
276,0.0380137463985626,0.754,15.181711214194117,190.2,151.38,45.71723065522151,165.83,125.77,0.8498207123534591,10.812,1.937,8.519300500000044,8.577,8.461148499999915,8.521,7.464,2.919955890225969,20.479,9.192,0.0189720556445839,9.263,54.37398333333333,54.664,0.2077845601730984,58.91918333333333,59.113,0.1362376402935999,55.90859999999999,56.078,0.053715256804369,49.71446666666668,49.762,0.0325266340235813,2339.6,199.80030738953093,2853.2,20.069,0.0279999999999986,1.547,-0.0110000000000001,66.705,-0.0100000000000051,0
277,0.045081504970392,0.768,15.202276872550446,190.19,151.33,45.75745054431194,165.88,125.685,0.8507996954506598,10.836,1.945,8.521246333333343,8.587,8.463436666666647,8.519,7.46,2.924385387203292,20.479,9.197,0.0183698477874781,9.252,54.40424999999998,54.656,0.2229211782108544,58.92361666666665,59.117,0.1490169017449017,55.89126666666664,56.008,0.06466546681862,49.70446666666666,49.762,0.0326670240958198,2337.8,200.22433380242103,2852.6,20.051,-0.0180000000000006,1.54,-0.0069999999999998,66.588,-0.1170000000000044,0
278,0.0367949732503935,0.743,15.188663795025231,190.28,151.33,45.7015971475508,165.84,125.68,0.8482210053354043,10.758,1.945,8.520092500000047,8.574,8.46430033333329,8.519,7.462,2.9200761191391056,20.479,9.196,0.018133481148535,9.254,54.42998333333334,54.664,0.2283072930427263,58.94351666666666,59.133,0.1514085831105617,55.865249999999975,55.926,0.034461781828275,49.7053,49.766,0.0331658901763013,2338.0,200.1469478358594,2853.0,19.837,-0.2139999999999986,1.517,-0.0230000000000001,66.651,0.0630000000000023,0
279,0.0369507650739199,0.749,15.201448350373004,190.19,151.31,45.75221467267298,166.03,125.7,0.8474665865062251,10.734,1.945,8.51733700000005,8.58,8.46061516666661,8.526,7.461,2.917032198433891,20.012,9.194,0.0188720583986633,9.26,54.42204999999998,54.656,0.2168786605220317,58.95319999999999,59.145,0.1434904827647736,55.89043333333331,56.012,0.0540330616512929,49.70883333333332,49.766,0.030711984447453,2337.8,200.5368251266773,2851.8,19.92,0.0830000000000019,1.536,0.0190000000000001,66.656,0.0050000000000096,0
280,0.0371905271639763,0.756,15.202676040870715,190.2,151.32,45.71749728028195,165.95,125.7,0.8484516302827033,10.508,1.945,8.518111666666723,8.571,8.460478999999959,8.514,7.458,2.924881599264523,20.479,9.194,0.0197452607670842,9.268,54.4082,54.664,0.2268050607751522,58.94188333333334,59.121,0.1477231826781595,55.91669999999998,56.086,0.0804281551174288,49.70706666666665,49.777,0.0471107122535802,2337.8,200.6197331296676,2853.4,20.079,0.1589999999999989,1.538,0.002,66.711,0.0549999999999926,0
281,0.0353000216065617,0.742,15.196783420574372,190.12,151.31,45.743686526016,165.98,125.71,0.846587892167976,10.859,1.937,8.514847833333372,8.575,8.457286999999932,8.517,7.458,2.924879735723271,20.479,9.188,0.0193069312219966,9.251,54.4168,54.664,0.2328790913466487,58.95069999999998,59.141,0.1524480795193974,55.901649999999954,56.086,0.0812576619594642,49.64661666666666,49.762,0.0641611032880607,2337.6,200.8315684133534,2853.6,20.074,-0.004999999999999,1.539,0.0009999999999998,66.646,-0.0649999999999977,0
282,0.0412430579674746,0.755,15.17117303573273,190.23,151.32,45.60261387293544,165.85,125.7,0.845297637545091,10.734,1.937,8.517776500000021,8.571,8.459690166666618,8.516,7.456,2.898453193681059,20.479,9.19,0.0197604090192405,9.25,54.40458333333333,54.664,0.2216254506943652,58.96014999999999,59.141,0.1419518687825121,55.86658333333334,56.008,0.0576257039125106,49.62868333333336,49.711,0.0590347475003431,2339.6,199.9186337738278,2851.4,20.537,0.4629999999999974,1.573,0.034,66.66,0.0139999999999957,1
283,0.0345496408608804,0.736,15.163342737728351,190.13,151.31,45.584264593895085,165.88,125.73,0.8384907804005808,10.648,1.922,8.516551000000012,8.569,8.458879166666613,8.519,7.452500000000001,2.875515038098779,20.479,9.187,0.0196366832596024,9.245,54.4189,54.656,0.2078056213657046,58.95941666666665,59.141,0.139101510509371,55.89898333333331,56.09,0.0782004143356023,49.72518333333334,49.844,0.0806645053873054,2339.8,200.60025535125837,2855.4,20.071,-0.4659999999999975,1.533,-0.04,66.564,-0.0960000000000036,1
284,0.0330648395704441,0.734,15.164175039564084,190.15,151.32,45.60055614283272,166.02,125.73,0.8470715136255906,10.812,1.937,8.513741333333357,8.566,8.45600999999994,8.512,7.455,2.8729655871875948,20.479,9.186,0.0181531142364892,9.243,54.40745,54.664,0.218844378187805,58.96444999999999,59.141,0.1442192804289968,55.89366666666663,56.012,0.0579461078281314,49.68888333333332,49.766,0.0490064304554885,2338.2,200.8917112994553,2853.6,20.0,-0.0710000000000015,1.525,-0.008,66.581,0.0170000000000101,1
285,0.0359364277044643,0.734,15.167618102693,190.13,151.32,45.61523279561998,165.93,125.705,0.8432028670726814,10.609,1.937,8.512464666666697,8.559,8.454880666666579,8.505,7.458,2.8732470773792382,20.479,9.186,0.0186598309339645,9.247,54.4089,54.668,0.2308093864671797,58.95151666666664,59.133,0.1385496902438499,55.903033333333305,56.02,0.0714844932021032,49.70891666666668,49.84,0.0558163731724337,2338.0,200.58034081866725,2853.6,20.167,0.1670000000000016,1.538,0.0130000000000001,66.527,-0.054000000000002,1
286,0.0347487308226546,0.739,15.153564405006207,190.18,151.32,45.594649113816814,165.74,125.71,0.8479179671936553,11.031,1.937,8.515129666666759,8.566,8.455834833333263,8.509,7.458,2.8729293883393603,20.479,9.187,0.0193374375596797,9.256,54.44191666666668,54.664,0.2001070299772799,58.98053333333333,59.145,0.1436069809297286,55.89458333333331,56.008,0.0599766315133118,49.684133333333335,49.762,0.0569410836360681,2337.8,199.35708678366743,2851.4,20.324,0.157,1.561,0.0229999999999999,66.651,0.1239999999999952,1
