cycle,FS1_median,FS1_std,FS1_max,FS2_median,FS2_std,FS2_max
383,7.2965,2.874312567581592,20.439,8.992,0.02100803825012056,9.056
384,1.188,3.6193902884367977,20.479,8.987,0.020475368904495465,9.045
385,1.176,3.604829599397181,20.479,8.993,0.02269162356882385,9.071
386,1.154,3.612559269767745,20.479,8.993,0.02374147042452825,9.06
387,7.4165,2.948401182165229,20.401,8.991,0.022243847917401957,9.057
388,1.193,2.7503818208747344,20.479,8.987,0.022425492229271066,9.074
389,7.407,2.96151476550185,20.479,8.98,0.020312894591860975,9.042
390,1.147,3.611699092224718,20.479,8.98,0.021511425637177034,9.039
391,1.149,3.6137700777292334,20.479,8.984,0.021104560162556796,9.065
392,1.169,3.6035279452620266,20.479,8.984,0.022886084972412728,9.065
393,7.414,2.936343847744027,20.479,8.991,0.022923804433008146,9.057
394,1.1644999999999999,3.603936522174019,20.479,8.982,0.020840013775887675,9.039
395,1.156,2.78768601670695,20.063,8.98,0.023037973962483086,9.059
396,7.407,2.9121802663130354,20.259,8.974,0.021495800666627582,9.04
397,7.4,2.95291262002446,19.953,8.981,0.021691474454161672,9.045
398,1.138,3.6450533827220846,20.479,8.98,0.02097794048997399,9.046
399,1.143,3.6444329763106165,20.479,8.983,0.02192613161583563,9.045
400,1.143,3.647634865432177,20.479,8.983,0.02299979531011479,9.046
401,1.156,3.636528126426425,20.479,8.9805,0.02172241475358498,9.058
402,1.153,3.6420396272738818,20.479,8.975,0.022561523565042277,9.036
403,7.42,2.9529648188203788,19.801,8.974,0.020737110565143446,9.036
404,1.142,3.6431677477520834,20.479,8.972,0.021645567827305867,9.029
405,1.156,3.6387929018691594,20.479,8.976,0.022198007099707484,9.056
406,1.158,3.6264451013737524,20.479,8.975,0.021879719762712323,9.039
407,1.151,3.6640286145185295,20.479,8.969,0.022590031276590823,9.028
408,1.151,3.6423385537908572,20.479,8.967,0.021125509085283867,9.031
409,1.153,3.6304006513992393,20.479,8.966,0.022617176732765712,9.029
410,1.154,3.6272651239707154,20.479,8.966,0.02241246274656509,9.034
411,1.162,3.654371871246219,20.479,8.962,0.023915619612205875,9.038
412,1.156,3.655571991307006,20.479,8.958,0.02368403095344357,9.017
413,7.416,2.955894752801304,20.386,8.956,0.021651912103055053,9.021
414,1.167,3.652020515185929,20.479,8.956,0.02278027708191389,9.015
415,1.161,3.6202816617796048,20.479,8.9605,0.022715582856433936,9.029
416,1.161,3.6119754647833635,20.479,8.961,0.022521429787340556,9.031
417,7.423,2.925136944738792,20.479,8.966,0.023721407473203157,9.042
418,1.1585,3.621877855514226,20.479,8.958,0.022851323130990694,9.042
419,6.6635,3.7235720588574854,20.479,8.964,0.022642079142896506,9.036
420,7.409,2.9098572023606617,20.479,8.972,0.021237964282815113,9.029
421,1.153,3.6409925044329916,20.479,8.964500000000001,0.02335377314459139,9.024
422,1.153,3.617110931320698,20.479,8.967,0.02342236557731988,9.044
423,1.153,3.604077296769689,20.479,8.965,0.022280161726668423,9.026
424,1.159,3.613437149259687,20.479,8.962,0.023060685467825234,9.026
425,7.691,3.0060367090895594,20.479,8.971,0.023427340638048844,9.036
426,7.668,3.0340660389434513,20.479,8.962,0.02162345172355088,9.026
427,7.693,3.043119612331313,20.479,8.969,0.022590974246763196,9.038
428,7.699,3.0442396882690956,20.479,8.978,0.0224048318756136,9.039
429,7.681,3.0413746231958867,20.479,8.979,0.02126790548129953,9.041
430,7.6975,3.0404422358880363,20.479,8.991,0.022361001744070668,9.059
431,7.684,3.0268825712751677,20.479,8.989,0.02151581835816593,9.054
432,7.688,3.0377966772199465,20.479,8.993,0.02240683078137103,9.074
433,7.691,3.031469190136768,20.479,8.994499999999999,0.021695420584679426,9.062
434,7.6955,3.03214298281161,20.479,9.001,0.022584799700641225,9.078
435,7.6945,3.0313615047617586,20.479,9.005,0.021923827190170025,9.072
436,7.698,3.044149187608296,20.071,9.011,0.02214641161857372,9.08
437,7.6905,3.0125733436856175,20.033,9.016,0.0207246590842148,9.082
438,7.688,3.047618353132861,20.196,9.02,0.02194950039551438,9.079
439,7.6865000000000006,3.0344659437747477,20.126,9.013,0.02173434225546484,9.076
440,7.691,3.057898922129456,20.479,9.018,0.021032236367324705,9.067
441,7.6955,3.0517945986288737,20.127,9.026499999999999,0.0208313710149845,9.082
442,7.699,3.0563196707614106,20.235,9.031,0.021678955634852858,9.094
443,7.699,3.0328089294531817,20.192,9.02,0.022263460160528076,9.086
444,7.701,3.059554215150954,20.479,9.025,0.02104131135476356,9.087
445,7.6975,3.0250006996227987,20.154,9.028,0.020768699695309378,9.08
446,7.696,3.0423494251015435,20.27,9.033,0.02316249192716569,9.105
447,7.699,3.0420780818310944,20.331,9.027,0.021502289288118554,9.092
448,7.701,3.046716190848192,20.479,9.027,0.019753756149795822,9.08
449,7.697,3.0450517041736265,20.479,9.029,0.020879768439945153,9.099
450,7.691,3.0390249284348263,20.414,9.027,0.020840481066547883,9.093
451,7.699,3.0389956048136684,20.479,9.033,0.02166157955775886,9.096
452,7.694,3.038283415546658,19.991,9.033,0.02141582576532844,9.098
453,7.693,3.0356415458923123,20.106,9.032,0.023262778454770306,9.094
454,7.688,3.038792815547581,20.046,9.04,0.021426874517436648,9.112
455,7.6899999999999995,3.042523863459703,20.479,9.04,0.021393677522860435,9.097
456,7.696,2.9937064942997074,20.479,9.044,0.0212098975751291,9.11
457,7.691,3.010844102353749,20.479,9.043,0.02104322181121234,9.102
458,7.707,2.997054898725388,20.479,9.047,0.020081525548028403,9.106
459,7.699,3.002922401802834,20.479,9.0525,0.020556515403700414,9.116
460,7.701,2.996468650587523,20.479,9.051,0.020928607412724586,9.118
461,7.6985,2.995424953968651,20.479,9.049,0.019813031467077788,9.118
462,7.699999999999999,2.997004701128534,20.479,9.053,0.020882195743120002,9.111
463,1.151,2.8745523750302198,20.479,9.047,0.020283308927171086,9.114
464,7.6985,2.9956244534016663,20.462,9.0445,0.02031996449679003,9.116
465,7.689500000000001,2.9948858155589084,20.479,9.041,0.021542805352075076,9.11
466,7.704000000000001,2.9684399002997703,20.11,9.042,0.022592269473328284,9.109
467,7.695,2.981700845870598,20.462,9.043,0.02249589036851961,9.116
468,7.676,2.9751433621321994,20.376,9.038,0.021592134380645465,9.114
469,1.134,3.6813239064630063,20.479,9.04,0.021635113105490517,9.102
470,7.694,2.970440614747267,20.299,9.0455,0.0216710549898697,9.112
471,7.696,2.980241879009824,20.305,9.041,0.021230195458848754,9.119
472,7.6935,2.98390217644528,20.313,9.045,0.023002662738125814,9.129
473,7.696,2.9733852730390375,20.348,9.045,0.02195305331395227,9.109
474,7.6935,2.984439717943546,20.438,9.047,0.020872769575177478,9.114
475,7.696,2.9843459985501557,20.351,9.049,0.023438385761411232,9.113
476,1.131,3.546514797345132,20.479,9.049,0.02188317688814548,9.109
477,1.142,3.5384828087251314,20.479,9.051,0.021758370484564644,9.121
478,1.148,3.5397711556334133,20.479,9.045,0.02431419905033061,9.106
479,1.138,3.5363484631025095,20.479,9.042,0.02228079393827234,9.11
480,1.143,3.5369343148329686,20.479,9.036,0.021504006692701073,9.096
481,1.14,3.529111549893871,20.479,9.027,0.021839439838122185,9.093
482,1.141,3.532132554649437,20.479,9.021,0.0225007684899367,9.082
483,1.141,2.712270593275888,20.479,9.011,0.02246118893440961,9.076
484,1.139,3.5290972955042235,20.479,8.998,0.02193801399364882,9.064
485,1.138,3.525352945369306,20.479,8.992,0.021952240807279044,9.058
486,1.148,3.5209677045510337,20.479,8.986,0.024306657075498162,9.056
487,1.143,3.558459401776301,20.479,8.987,0.022511007077018794,9.063
488,1.149,3.5350010870008775,20.479,8.9825,0.0246374165185815,9.049
489,1.149,3.5438386366612944,20.479,8.9805,0.023707136348712136,9.06
490,1.151,3.555862431728462,20.479,8.971,0.022365750855990837,9.039
491,1.144,3.5487925960360127,20.479,8.975,0.02308923189242774,9.038
492,1.146,3.5614978962189268,20.479,8.967,0.022692897785549532,9.042
493,1.149,3.5222080581042183,20.479,8.965,0.022616434896654578,9.044
494,1.154,3.5430326005007218,20.479,8.958,0.022389995977365552,9.018
495,7.293,2.9085517236540324,20.291,8.9595,0.02307914083738552,9.016
496,1.1555,3.5270250950670325,20.479,8.956,0.021714982556883252,9.033
497,1.1585,3.5564606248510255,20.479,8.958,0.022672732440692112,9.028
498,1.1575,3.568140344729782,20.479,8.96,0.022606066759008375,9.026
499,1.168,2.7770368244821264,19.569,8.953,0.02580101825756954,9.024
500,1.1484999999999999,3.532709877615058,20.479,8.934,0.02451751392675412,8.998
501,1.153,3.5670673461742295,20.479,8.934,0.023711336686891658,9.007
502,1.154,3.5414545346732162,20.479,8.935,0.024330116439163215,8.996
503,1.156,3.577642242317172,20.479,8.932500000000001,0.024227237852855923,8.993
504,1.159,3.5440407493832256,20.479,8.931,0.023731362426214438,9.001
505,1.1555,3.5288287036773336,20.479,8.925,0.02524871225992808,9.006
506,1.161,3.563290661560157,20.479,8.9215,0.023967276835960182,8.991
507,1.156,3.5233462515013816,20.479,8.919,0.024957743029316946,8.986
508,1.159,3.527434988009378,20.479,8.918,0.026863230699340886,9.001
509,1.163,3.530097655232977,20.479,8.913499999999999,0.024866655178944683,8.988
510,1.166,3.5204481225410866,20.479,8.9165,0.025415072657716233,8.983
511,1.164,3.5228730392604937,20.479,8.913,0.026312925955560205,8.982
512,1.168,3.518735209791682,20.479,8.917,0.02764342293178689,9.009
513,1.167,3.519032509005953,20.479,8.909,0.02617332302294536,8.995
514,1.159,3.5392908726748575,20.479,8.904499999999999,0.02513183796212446,8.976
515,1.161,3.5274777305615523,20.479,8.91,0.02553268138262281,8.978
516,1.1615,3.5313122096219796,20.479,8.913,0.024391935992413294,8.983
517,1.169,3.5696031113445748,20.479,8.9085,0.02589190233579792,8.982
518,1.161,3.582501157155979,20.479,8.906,0.026787557639621568,8.964
519,1.166,3.578557393750238,20.479,8.911,0.026475926634433794,8.988
520,1.165,3.572602147683339,20.479,8.913,0.025986056307686706,8.978
521,1.169,3.5751191821220867,20.479,8.909,0.02423350048816412,8.984
522,1.159,3.57992348487387,20.479,8.911,0.027781122210092345,8.991
523,1.164,3.58150607148688,20.479,8.911,0.025989221472010302,8.994
524,1.166,3.575558373118007,20.479,8.909,0.027217264674887165,8.983
525,1.164,3.581085442509378,20.479,8.908,0.02586198843366269,8.986
526,1.165,3.580128148385861,20.479,8.901499999999999,0.025076842616543908,8.964
527,7.415,2.9263555013285405,20.479,8.915,0.0278098239429004,8.991
528,1.163,3.623624703890654,20.479,8.911,0.025991706598619813,8.995
529,7.4125,2.9567412907212534,20.232,8.92,0.02505924776844046,8.995
530,1.155,3.628510986575554,20.479,8.917,0.0260240056551534,8.996
531,6.2215,3.7045945547417545,20.479,8.9255,0.025518833868842822,9.005
532,7.408,2.949275998503328,19.801,8.935,0.024815747901413592,9.005
533,1.153,3.5827723859097746,20.479,8.929,0.026151035511417585,9.003
534,1.159,3.6198304882511816,20.479,8.931,0.02564029672918398,8.998
535,1.161,3.5727282481634917,20.479,8.913,0.027909895515181294,8.998
536,1.17,3.62942246613494,20.479,8.909,0.025306673232022077,8.995
537,1.159,3.613618224732762,20.479,8.902,0.025596861710724426,8.979
538,1.161,3.613589272968324,20.479,8.898,0.02554766356288842,8.962
539,1.171,3.5883705413263347,20.479,8.889,0.026553652913060156,8.975
540,1.171,3.5870179117057894,20.479,8.882,0.028047775790012885,8.96
541,1.164,3.6065497127098682,20.479,8.881,0.027961097866119004,8.956
542,1.185,3.6160621617342854,20.479,8.88,0.026730626777201776,8.962
543,1.169,3.6226808705393636,20.479,8.881,0.02671251131942743,8.964
544,1.168,3.6144782979951335,20.479,8.881,0.02529642357392852,8.952
545,1.181,3.603825177634396,20.479,8.875,0.025839074289838875,8.962
546,1.193,3.602438577058249,20.479,8.877,0.027083822100807706,8.954
547,1.174,3.5711990900538346,20.479,8.8675,0.026140201961684626,8.936
548,1.171,3.585082277143306,20.479,8.874,0.02388402324776376,8.942
549,1.191,3.563276703812861,20.479,8.871,0.02761236385624287,8.951
550,1.184,3.578875491279134,20.479,8.868500000000001,0.02630500390389577,8.951
551,1.203,3.5684110294063007,20.479,8.873,0.02653403642564173,8.965
552,1.196,3.5771305918608904,20.479,8.870000000000001,0.026300027771239066,8.956
553,1.178,3.5828864448506446,20.479,8.867,0.02817397532057725,8.947
554,1.178,3.579306925960021,20.479,8.869,0.02556145447592669,8.942
555,1.1785,3.596431271322466,20.479,8.864,0.02700118708616948,8.951
556,1.184,3.574631269984286,20.479,8.86,0.027900017801467485,8.945
557,1.207,3.5673308951407505,20.479,8.858,0.02698128620416268,8.943
558,7.6805,2.9845858891668007,20.325,8.869,0.027204994334683038,8.949
559,7.666,3.021683043441562,20.479,8.875,0.02608535623070542,8.94
560,1.198,3.686908014100427,20.479,8.875,0.02653993489308331,8.959
561,7.699,3.0303123504575495,20.479,8.882,0.02626632947321617,8.956
562,7.6905,3.0171633721116664,20.479,8.887,0.024345542557191104,8.956
563,7.6815,3.0105280919038875,20.449,8.892,0.026779354833485394,8.989
564,7.673,3.017220149977578,20.479,8.9,0.026730370712348638,8.984
565,1.193,3.681202340686715,20.479,8.9055,0.025187589525601337,8.975
566,7.6605,3.02681329253167,20.479,8.911,0.025854542337624846,8.976
567,7.6655,3.02137157474079,20.479,8.909,0.026403456713713528,8.983
568,7.67,3.01385295232741,20.479,8.913499999999999,0.0259413584652113,8.993
569,7.6715,3.0156914366432463,19.832,8.924,0.023870665645365087,8.988
570,7.678,3.0091385817328944,19.682,8.9275,0.02439065471208931,8.989
571,1.198,3.7289805620016727,20.479,8.928,0.02453101474611524,9.017
572,7.6785,3.039326577790931,20.04,8.933499999999999,0.02232491882530561,9.004
573,1.196,3.698293267529554,20.479,8.929,0.02448196069670107,9.023
574,1.189,3.7422239892217033,20.479,8.922,0.024958886560981445,8.996
575,7.684,3.0089649237604448,19.654,8.92,0.026128646619738776,8.996
576,7.676,3.022821759068954,19.916,8.924,0.02439155955485598,8.986
577,1.185,3.7102186674988107,20.479,8.922,0.023833233847191503,8.986
578,7.68,3.0248155116615294,19.623,8.922,0.024342666889113573,8.991
579,7.684,3.0294710134209044,20.479,8.922,0.024332614239914094,9.007
580,7.673,2.9964340332790558,19.767,8.932,0.025734679814032588,9.007
581,7.67,3.029688723211481,20.431,8.934,0.024551294582261816,8.998
582,1.191,3.7171582123925195,20.479,8.94,0.022944509710962714,9.007
583,1.176,3.7387696275750057,20.479,8.941,0.02387760194808767,9.009
584,7.686,3.0282648365355285,20.479,8.942,0.023292859801918073,9.014
585,7.679,3.0025919591986905,19.573,8.932,0.022517456531247437,9.004
586,7.670999999999999,2.998502170695952,19.556,8.935,0.024053115727126238,9.007
587,1.188,3.7260265082834927,20.479,8.936,0.023608405110793648,9.016
588,7.678,3.0169938738497573,19.778,8.944,0.022796918633124035,9.021
589,7.670999999999999,2.984014371363359,20.479,8.944,0.024072220162006358,9.006
590,7.663,2.979430229531025,20.479,8.949,0.023883258025488838,9.018
591,1.162,2.8451052017599987,20.387,8.944,0.02300056470236577,9.016
592,7.693,2.9753095440295865,19.701,8.939,0.023722671416195072,9.018
593,7.672499999999999,2.991503811415212,20.389,8.936,0.023916705533193607,9.009
594,1.159,3.6934692814837073,20.479,8.936,0.023966400555624892,9.009
595,7.671,2.985225930503274,20.351,8.944,0.022991513217321305,9.003
596,1.168,3.6885129563889403,20.479,8.936,0.023935992775298117,9.006
597,7.678,2.974901568753187,20.316,8.943,0.023439113513371405,9.011
598,7.674,2.981458540588141,20.479,8.944,0.024357120370508956,9.016
599,7.686,2.9538518920098955,19.624,8.949,0.023614972896621768,9.017
600,7.678,2.94855771504541,19.779,8.951,0.022390339706824025,9.018
601,7.684,2.9588247013557276,19.763,8.9555,0.02370868247985198,9.031
602,7.693,2.9550684893628545,20.133,8.96,0.023833826438349734,9.027
603,7.68,2.9517988747740613,19.746,8.964,0.022521218276920177,9.032
604,7.676,2.950615755186559,19.864,8.964,0.0230943240189455,9.033
605,7.678,2.9514809587287623,20.024,8.971,0.02361910792813925,9.043
606,7.684,2.9505453159811523,19.874,8.978,0.023375069061822334,9.046
607,7.688,2.9616924397512085,19.953,8.98,0.022325292720304906,9.039
608,7.684,2.9543903701038152,20.128,8.981,0.02163720125198541,9.042
609,1.1600000000000001,3.5112251656054427,20.479,8.984,0.02321798565976013,9.063
610,1.151,3.52462338404743,20.479,8.993,0.022214171693764877,9.089
611,1.153,3.5025340013586366,20.479,8.993,0.022537446425327613,9.064
612,1.162,3.4913826675651745,20.479,8.986,0.02325368455315667,9.053
613,1.147,3.513008587410881,20.479,8.982,0.021305967183356225,9.045
614,1.171,3.492825504723085,20.479,8.978,0.02241882103166083,9.038
615,1.157,3.507089503777989,20.479,8.973,0.023332471027074517,9.049
616,1.17,2.665897710176461,19.973,8.969,0.02241605151692308,9.047
617,1.154,3.5261119795192366,20.479,8.958,0.023470739784749138,9.039
618,1.146,3.486434567939683,20.479,8.956,0.023456946436306456,9.023
619,1.146,3.494059250108581,20.479,8.949,0.024335834272039922,9.014
620,1.155,3.4856793870095646,20.479,8.947,0.023797375733885073,9.014
621,1.167,2.735257119989144,19.397,8.937,0.025559841510704066,9.004
622,1.148,3.4674118099282554,20.414,8.921,0.025235055192592257,8.991
623,1.147,3.486958600910397,20.194,8.918,0.02596014019004326,8.998
624,1.151,3.4768087856791676,20.249,8.915,0.02448663087931249,8.985
625,1.149,3.5292531975536923,20.479,8.919,0.025304526518512418,8.994
626,1.159,3.5120416681165008,20.479,8.9145,0.026235006370600337,8.991
627,1.153,3.504567513248068,20.453,8.913,0.025282290493080662,8.986
628,1.164,3.520236571035719,20.385,8.904,0.025310857337618457,8.979
629,6.438000000000001,3.6509008964258527,20.479,8.907,0.025267305017315653,8.969
630,7.284,2.8713489568930792,20.266,8.913,0.023915724786054308,8.996
631,1.151,3.5323203492518136,20.479,8.913,0.025731998694561567,8.989
632,1.153,3.530202508655476,20.479,8.914,0.02436637780382628,8.996
633,1.154,2.7115097457981143,19.057,8.913,0.025303783196855306,8.986
634,1.163,3.515313388760951,20.479,8.905,0.02533386286533241,8.979
635,6.7379999999999995,3.6402212219676513,20.341,8.904,0.025316305966745847,8.98
636,7.278,2.8458079659906863,19.005,8.909,0.025509372343339613,8.971
637,1.155,3.510923140807365,20.334,8.902,0.025113331045799454,8.973
638,1.147,3.5110871692120136,20.414,8.913,0.02528986194936458,8.978
639,1.1484999999999999,3.4980075910116577,20.269,8.908,0.026045807374758118,8.987
640,1.153,3.4792448500164754,20.392,8.898,0.02506284538311301,8.971
641,1.153,3.481188046918036,20.347,8.901,0.024177729454151635,8.984
642,1.1535,3.4817284905429737,20.402,8.899,0.025467002885082538,8.969
643,7.281,2.829105742368023,19.824,8.9055,0.027190831982609718,8.985
644,1.146,3.487651105733307,20.444,8.907,0.023616151109164804,8.973
645,1.153,3.4888293403927975,20.431,8.906500000000001,0.02727702638878282,8.988
646,1.153,3.4828484299742617,20.479,8.903,0.025601169837541404,8.983
647,1.153,3.4923423393847144,20.479,8.9,0.02605786463631586,8.976
648,1.157,3.483668531287388,20.427,8.896,0.023788045647939796,8.976
649,1.162,3.489104432348372,20.479,8.895,0.024862357596662655,8.966
650,1.168,3.530765069651352,20.479,8.8915,0.024054924573066388,8.958
651,1.155,3.543009447988595,20.479,8.891,0.02466533206770209,8.956
652,1.159,3.5263550514239768,20.433,8.886,0.024924415288275766,8.976
653,1.154,3.5392244235834642,20.479,8.884,0.026064074764361046,8.967
654,1.159,3.5468916917472306,20.479,8.884,0.026522483401166686,8.956
655,1.153,3.533387243616642,20.479,8.885,0.025649076281203942,8.949
656,7.404,2.898803731004362,20.013,8.893,0.02563372326649136,8.975
657,1.1535,3.534506601422727,20.479,8.8935,0.026120631928686584,8.958
658,1.153,3.5336617701533166,20.479,8.894,0.025335966184979644,8.976
659,1.154,3.5463427237431473,20.479,8.898,0.026358576494446256,8.984
660,7.3965,2.902900876471658,19.959,8.900500000000001,0.025207385512242733,8.971
661,1.151,3.5869417384160727,20.479,8.897,0.02554402394209151,8.978
662,1.168,3.5740851362457,20.479,8.909,0.02474141610980522,8.979
663,7.408,2.9011540924570522,19.307,8.915,0.025329426887398667,8.993
664,1.149,3.588936511047682,20.479,8.907,0.025246177526278498,8.976
665,1.167,3.5520934804450537,20.479,8.904,0.025562727631498108,8.983
666,6.561,3.6708409211484296,20.479,8.909,0.025325882632346704,8.978
667,1.156,3.5763549604535654,20.479,8.911,0.026467101984900657,8.991
668,1.158,3.552376532138048,20.479,8.9085,0.026739140525830273,8.982
669,1.158,3.568749524123556,20.479,8.913,0.024233868817944933,8.979
670,1.161,3.5514602141868554,20.479,8.903,0.02658550400824263,8.981
671,1.164,3.5899654850667444,20.479,8.902,0.025074217658933404,8.978
672,1.163,2.758939233282204,19.068,8.901,0.026189035839817656,8.981
673,1.1644999999999999,3.6052565810251345,20.479,8.892,0.025334521781132612,8.971
674,7.3955,2.9125011071507156,19.518,8.893,0.025107116043376614,8.96
675,1.149,3.563195827366564,20.479,8.899,0.025225835834413776,8.974
676,1.149,3.561003725394852,20.479,8.9,0.025564321911867246,8.966
677,7.3955,2.8913468957842583,19.133,8.908,0.023766515857726843,8.977
678,1.15,3.578228961422745,20.446,8.911,0.0257006888279791,8.986
679,1.147,3.548790746522195,20.476,8.914,0.024526896585044932,8.982
680,1.154,3.5674773848500076,20.479,8.914,0.023354204196353274,8.975
681,7.398,2.872952268734713,20.119,8.916,0.024489029944978966,8.982
682,1.153,3.5354303927343533,20.479,8.907,0.025325756068139922,8.981
683,1.161,3.5426482214123554,20.479,8.911,0.024750269162069325,8.976
684,1.156,3.5383076143103165,20.479,8.916,0.025305870599751215,8.983
685,1.155,3.545070187257914,20.479,8.911,0.024215985501562953,8.991
686,1.159,3.562065472547896,20.479,8.911,0.026128049848206047,8.989
687,1.164,3.5356423652589517,20.479,8.911,0.024787453519381854,8.986
688,6.9955,3.663559944832663,20.479,8.911,0.023458509294484637,8.994
689,1.161,3.5543323972215637,20.479,8.909,0.023612059160208733,8.978
690,1.172,3.549849502699645,20.479,8.913,0.02597928281885127,8.984
691,7.685499999999999,2.9679122346499507,19.879,8.913,0.025341671390184187,8.985
692,7.67,3.013777630705821,20.479,8.916,0.023903096662359118,8.985
693,7.671,3.0088917801251562,20.249,8.9195,0.023976300149042007,8.996
694,7.666,2.999740405210643,20.214,8.931,0.023474807059904138,9.005
695,7.666,2.9939556236621114,20.366,8.934,0.02231775378734181,9.012
696,7.672499999999999,2.9953596426980287,20.232,8.941500000000001,0.023642337675735706,9.024
697,7.684,2.996704843575275,20.141,8.949,0.02209590468605851,9.023
698,7.6865000000000006,3.0165799644008993,20.466,8.951,0.0217646990736184,9.023
699,7.683,3.0106889504881673,20.375,8.96,0.0221883383669899,9.031
700,7.681,2.995816587479619,20.281,8.962,0.023271042798804605,9.036
701,1.162,3.654022805525812,20.479,8.9585,0.02243982765823099,9.017
702,7.685499999999999,3.004685918765172,19.503,8.964500000000001,0.022158876355437375,9.025
703,7.6835,3.001006860995362,19.338,8.971,0.022281054685211073,9.028
704,7.681,3.0271660126225624,20.479,8.974,0.02188989597759318,9.064
705,7.6785,2.991152341900039,19.433,8.981,0.021035405138427537,9.051
706,7.685,2.998902056981494,19.516,8.988,0.021927498280856952,9.039
707,7.693,2.9959587671026426,19.606,8.995,0.021573441944411176,9.076
708,7.6884999999999994,3.010163860695286,19.819,8.995,0.02179271747121472,9.063
709,7.697,3.0154804655596683,19.66,9.002,0.021709907880204007,9.065
710,7.689,3.0183040541451978,19.603,9.011,0.02121181278602673,9.069
711,7.693,3.009126648096111,19.656,9.013,0.02267505812540597,9.071
712,7.69,2.9745811446350503,19.381,9.017,0.02139533179441743,9.087
713,7.696,2.992839558686246,19.489,9.017,0.02201918972609243,9.074
714,7.691,2.9944136465424895,19.549,9.023,0.021442433122908038,9.093
715,7.693,2.9753594331389523,19.283,9.024,0.02160419459879626,9.092
716,7.693,2.9820196166881168,19.386,9.0245,0.021160822831995434,9.086
717,7.693,2.994249679501396,19.433,9.025,0.02147792223592913,9.091
718,7.6965,2.9923945028337875,19.296,9.032,0.022244715503581525,9.094
719,7.706,2.9940576298048533,19.473,9.035499999999999,0.02318655506019093,9.102
720,7.6975,2.997190310092728,19.367,9.035,0.022241552891241922,9.093
721,7.6955,3.0120548681059582,20.479,9.042,0.022029486424340453,9.106
722,7.6955,2.9642439338681497,20.244,9.042,0.021134940490000427,9.108
723,7.697,2.968856594166832,20.247,9.047,0.022782265457272043,9.109
724,7.697,2.9766082627949415,20.258,9.055,0.021411950386772526,9.109
725,7.693,2.974324240059507,20.188,9.052,0.02147332331888249,9.105
726,7.694,2.9751376905160565,20.248,9.043,0.021366609347101693,9.096
727,7.6975,2.966157550922075,20.479,9.047,0.02208610256573667,9.114
728,7.703,2.975211400907343,20.358,9.057,0.021944830849238067,9.127
729,7.699,2.9770320081404975,20.276,9.06,0.02148246939656877,9.123
730,7.6935,2.9755539997425644,20.276,9.047,0.02138568573268334,9.109
731,7.693,2.964903620291603,20.301,9.051,0.021527361942118656,9.112
732,7.6955,2.965134954526209,20.327,9.031,0.021500894624914377,9.102
733,7.701,2.9781366083443,20.479,9.046,0.020994423233334836,9.102
734,7.7095,2.971430786706836,20.458,9.0845,0.02301121064280706,9.145
735,7.709,2.9663127302348187,20.287,9.127,0.023094275766464695,9.187
736,7.726,2.981984565405035,20.343,9.165,0.02003421086284782,9.219
737,7.724,2.9768289655479383,20.396,9.198,0.022242752128712,9.262
738,7.727,2.9675444810497624,20.107,9.229,0.020039310004704856,9.284
739,7.7355,2.967623980056925,19.946,9.258,0.01951724292223352,9.312
740,7.7355,2.985954881147901,20.199,9.277,0.018850115466184328,9.333
741,7.736,2.983077418148637,20.368,9.3,0.01920782018213256,9.359
742,7.739,2.989712298764265,20.359,9.316,0.02012369753697919,9.368
743,7.743,2.9888980976374313,20.421,9.331,0.019376378619701408,9.388
744,7.746,2.977439237416901,20.038,9.349,0.01881231962052342,9.421
745,7.75,2.9776922314152294,20.276,9.367,0.019316051536666774,9.417
746,7.749,2.991626903184078,20.433,9.381,0.01659243941172025,9.434
747,7.749,2.9900313785527577,20.282,9.401,0.017066183568435603,9.461
748,7.756,2.981694992886859,20.149,9.414,0.018339770332494326,9.462
749,7.751,2.982757695709808,20.098,9.429,0.01854723511576925,9.477
750,7.749,2.98353747878457,20.057,9.443,0.01736996036535618,9.494
751,7.758,2.9893529717286045,20.186,9.454,0.01760052920424087,9.502
752,7.756,2.980180620272718,20.302,9.47,0.01876261801360728,9.526
753,7.771,2.9806965075773495,19.988,9.482,0.016755314275865654,9.535
754,7.762,2.9901643573344128,20.093,9.492,0.017640337290476035,9.548
755,7.762499999999999,2.9886697278877903,20.123,9.501,0.016952901383866646,9.55
756,7.771,2.9928395466639506,20.056,9.511,0.018343092586355466,9.557
757,7.766,2.9807210473648276,19.986,9.524,0.01893881164521973,9.583
758,7.771,2.995782992875263,20.123,9.53,0.016701551915734924,9.584
759,7.768,2.99182949634878,19.992,9.533,0.016723609930396673,9.582
760,7.766,2.9887014627961905,20.009,9.541,0.01605404192418544,9.584
761,7.768,2.993678491749173,20.006,9.544,0.015799261674175797,9.608
762,7.771,2.9824187806888682,20.153,9.544,0.014809151222579265,9.597
763,7.7669999999999995,2.9933927970325076,20.04,9.5445,0.016247055381509508,9.589
764,7.7635000000000005,2.981818424416697,19.776,9.545,0.015840249287679343,9.606
765,7.766,2.975265938804634,19.811,9.547,0.01566946955118715,9.606
766,7.764,2.986288466080609,19.902,9.547,0.016634316210562664,9.606
767,7.7635000000000005,2.987481338251263,19.789,9.553,0.01653016794895628,9.612
