cycle,VS1_std,VS1_max,PS1_std,PS1_max,PS1_median,PS2_std,PS2_max,PS2_median,PS3_std,PS3_max,PS3_median,PS5_mean,PS5_max,PS6_mean,PS6_max
423,0.047818760944895726,0.777,21.194689659367864,189.91,188.48,56.65506243009212,165.73,134.135,0.985582778679148,11.062,0.852,8.429604333333335,8.486,8.381417666666664,8.434
424,0.0485353153503528,0.783,21.211302788961117,189.84,188.47,56.66420496252609,166.01,132.61,0.9928204355980554,10.609,0.852,8.424962333333339,8.481,8.378452166666678,8.436
425,0.22777332559610083,1.457,15.137930312737346,190.16,150.94,45.46030020605283,166.29,124.97,0.883968217042528,11.023,2.023,8.42944166666668,8.482,8.382113500000045,8.431
426,0.21071898106969586,1.375,15.310490990053681,190.26,151.0,46.006237592503126,164.05,125.025,0.8807496520832861,10.773,2.0,8.42556466666669,8.488,8.379342166666639,8.429
427,0.1155007765278272,1.036,15.3130835574479,190.28,151.01,46.02236741445057,165.34,125.08,0.8807411256254304,10.945,1.992,8.42724483333337,8.479,8.380055333333342,8.435
428,0.13041710032237788,1.075,15.30275270677571,190.25,151.02,46.05128038560959,165.43,124.98,0.882320928872148,10.703,2.008,8.433716666666712,8.488,8.386093333333365,8.439
429,0.1441111466850155,1.166,15.320654101415286,190.41,151.02,46.04672589777463,165.67,124.965,0.8776446524546363,10.562,2.0,8.43538350000003,8.486,8.38643950000003,8.439
430,0.1441589831726713,1.144,15.303923387800445,190.41,151.03,46.01152201962146,163.3,124.935,0.8785081005516526,10.586,2.0,8.440739333333356,8.493,8.391480000000048,8.439
431,0.13450623134705114,1.167,15.310915419092465,190.28,151.04,46.04142275916138,163.72,125.175,0.8809158969576316,10.789,1.992,8.440696666666707,8.495,8.393156500000028,8.443
432,0.1151773577089419,1.121,15.31154040833585,190.35,151.0,46.043122878399735,165.64,124.95500000000001,0.8782715190658141,10.75,1.992,8.44281633333333,8.497,8.394057500000011,8.446
433,0.14694983482400473,1.131,15.318903470150374,190.34,151.02,46.0531967929283,166.06,124.975,0.8828964663129686,10.625,2.0,8.445211333333344,8.5,8.395772000000045,8.448
434,0.1425401628405092,1.153,15.307266470605747,190.37,151.06,46.05493480278613,165.67,125.15,0.8884073284186415,10.719,2.0,8.449529999999989,8.502,8.399277666666679,8.446
435,0.12354699464983214,1.152,15.312942378734697,190.3,151.06,46.062966793226565,164.73,125.13,0.8762863757794129,10.641,2.008,8.451281000000012,8.499,8.40117733333336,8.454
436,0.09847959437606645,0.937,15.247588190023123,190.33,151.06,45.82635764490523,165.72,125.28,0.8784435169643169,10.586,2.0,8.453189499999999,8.505,8.402351000000005,8.455
437,0.11694413655009099,1.055,15.240749981391602,190.31,151.08,45.828262974309546,165.1,125.14,0.8820243673921064,10.812,2.008,8.457776999999982,8.509,8.406119999999996,8.46
438,0.10072457691884452,1.011,15.243920564061833,190.39,151.11,45.838968265188086,166.31,125.17,0.8855472129952829,10.703,2.023,8.460236166666707,8.507,8.407960999999993,8.456
439,0.1304932612932095,1.178,15.25377079092754,190.31,151.1,45.83704993845586,165.88,124.84,0.8784109364423441,10.781,2.008,8.458462666666689,8.509,8.406508500000005,8.457
440,0.09935101698659751,0.949,15.274367267690819,190.47,151.12,45.82498136536736,165.96,125.245,0.886115511537462,10.75,2.008,8.459017000000003,8.509,8.407178499999988,8.458
441,0.11843649517708006,1.048,15.253729955637862,190.36,151.13,45.817142456936764,165.93,125.125,0.8760690785070182,10.898,2.008,8.46348266666669,8.526,8.410915666666668,8.469
442,0.11135203376557076,1.057,15.27673513674536,190.36,151.1,45.79586616071985,166.04,125.125,0.8820934338290395,10.758,2.0,8.46504100000004,8.516,8.412375333333335,8.469
443,0.11825220104018132,1.104,15.260184980997597,190.46,151.16,45.84516872679906,166.27,125.11,0.8709519156665344,10.43,1.992,8.464198000000035,8.52,8.4120543333334,8.462
444,0.11265183601784788,1.039,15.289110197151238,190.44,151.12,45.805354183598276,165.69,125.08500000000001,0.883923079591815,10.57,2.0,8.467289166666692,8.519,8.414864166666689,8.471
445,0.09931157953888597,0.959,15.274381455332469,190.38,151.11,45.83740479061404,166.06,125.035,0.8740000599868583,10.539,2.0,8.469280833333332,8.519,8.4170461666667,8.466
446,0.08156827752444626,0.864,15.228937125864293,190.44,151.09,45.63420117496335,166.36,125.06,0.8726754172164706,10.719,2.008,8.470647833333338,8.53,8.419149166666687,8.479
447,0.09001974673514633,0.908,15.215924685802193,190.42,151.1,45.645580253799615,165.4,125.025,0.8737619294217714,11.156,2.008,8.465709000000032,8.52,8.414536333333341,8.465
448,0.09215960578178008,0.93,15.218412061994394,190.36,151.13,45.65558262995189,165.84,125.24000000000001,0.8768247425494049,10.648,2.008,8.467004666666707,8.516,8.41476983333332,8.464
449,0.10835561352809946,1.002,15.20225671377951,190.44,151.12,45.65609405699446,165.83,125.17,0.8716834838443374,10.648,2.0,8.467684166666695,8.516,8.416073000000019,8.467
450,0.09970347420406965,1.06,15.195709938849403,190.37,151.19,45.667069324300215,165.88,125.285,0.8709889358257115,10.539,2.0,8.468750833333381,8.521,8.416835333333395,8.469
451,0.12637247764978193,1.18,15.186094077688967,190.36,151.16,45.617727507075536,165.9,125.115,0.8748552542404949,10.531,1.992,8.470759500000012,8.523,8.418255166666704,8.471
452,0.08380237042074402,0.91,15.186985768521605,190.41,151.17,45.63779230436954,166.16,125.16,0.8753796725057397,10.773,1.977,8.468882833333364,8.521,8.41639350000001,8.465
453,0.07948397130815278,0.865,15.18890129382259,190.39,151.16,45.625805905379494,166.21,125.16,0.876970282759802,10.703,2.0,8.470500833333334,8.525,8.418180833333336,8.477
454,0.08153574482161685,0.896,15.196224282456788,190.36,151.17,45.67268778823109,165.92,125.08500000000001,0.8787046484519646,10.891,2.008,8.474040166666668,8.526,8.421344500000023,8.472
455,0.06091881000503359,0.803,15.200047425066957,190.38,151.16,45.66966758531655,165.92,125.315,0.8764326423401851,10.57,2.0,8.473165000000034,8.526,8.421287166666666,8.471
456,0.11189833334616615,1.066,15.144040959891587,190.42,151.19,45.52808260088787,166.09,125.24000000000001,0.87607422981847,10.648,2.0,8.475028833333342,8.527,8.422842666666707,8.474
457,0.08484999059490109,0.972,15.15693564438027,190.46,151.19,45.53194981614312,166.0,125.115,0.8707561600591861,10.617,2.008,8.473860833333354,8.521,8.422669166666688,8.469
458,0.11603021596527845,1.041,15.14012605753318,190.41,151.23,45.51975309852364,166.2,125.28,0.8836691594680571,10.891,2.008,8.475915833333353,8.527,8.424519500000034,8.474
459,0.09478646235791104,0.981,15.155906572897832,190.36,151.21,45.542480040982255,166.1,125.35,0.8738852719071869,10.461,2.0,8.479817500000022,8.54,8.428208666666658,8.483
460,0.11159472680573872,0.991,15.145266919356036,190.37,151.19,45.54240665211899,166.34,125.185,0.8766588623807557,10.789,2.0,8.479147499999941,8.528,8.427095666666641,8.484
461,0.08657456699122158,0.948,15.145855060646689,190.39,151.21,45.53084322919,166.16,125.175,0.8819855778134897,10.477,2.023,8.47717300000001,8.525,8.424998166666722,8.476
462,0.10383005862199216,0.975,15.12864176832853,190.44,151.23,45.551211181499866,165.88,125.275,0.8769095983094021,10.969,2.023,8.479304500000008,8.526,8.428300500000034,8.477
463,0.07431184103165608,0.914,17.46952990192055,190.41,188.91,58.98147207047837,166.08,165.4,0.8011211735593566,10.734,0.773,8.474146166666669,8.52,8.423857166666675,8.477
464,0.277138959923257,1.515,15.417564545350233,190.27,151.32,45.72090137123688,165.48,125.485,0.892226817536693,10.914,2.0,8.473444833333426,8.523,8.4224355,8.479
465,0.1242940051551728,1.071,15.025143863992248,190.36,151.38,45.6273214079035,165.91,125.305,0.8841958051640015,10.539,2.0,8.470460333333358,8.522,8.419892000000022,8.47
466,0.15132407977134396,1.152,15.003825307305164,190.41,151.35,45.56148294042233,165.93,125.37,0.8609208881648681,10.258,2.0,8.470920666666698,8.523,8.421042833333356,8.472
467,0.12774838882529058,1.113,15.08155139059389,190.41,151.38,45.59224820338354,165.98,125.36500000000001,0.8769532289677517,11.297,2.0,8.473241833333338,8.527,8.422628333333332,8.476
468,0.10355599893417203,0.987,15.081924905606057,190.42,151.38,45.59835677051487,166.11,125.53,0.8731673599345363,10.789,1.992,8.47122350000002,8.526,8.421002000000025,8.483
469,0.10545620024205082,1.136,21.042206252426546,190.37,188.88,56.835902148741994,166.23,133.555,1.0035587736656677,10.898,0.82,8.470310000000046,8.526,8.42019350000004,8.47
470,0.14276987429303747,1.151,15.145489408385767,190.31,151.14,45.526532335808085,165.94,125.345,0.8686005611371508,10.75,2.0,8.4728371666667,8.525,8.422751000000005,8.474
471,0.10214908789701498,0.969,15.180393543485266,190.33,151.13,45.50077605507715,166.1,125.16999999999999,0.8711351245781379,10.781,2.008,8.469656333333367,8.524,8.418937500000014,8.474
472,0.10747446287137949,0.949,15.187166969409239,190.36,151.13,45.51368095700408,165.96,125.265,0.8665341096418894,10.398,2.0,8.472006666666692,8.524,8.420644333333337,8.471
473,0.11038163254029128,1.052,15.169919609161479,190.35,151.19,45.521173625288405,165.98,125.22,0.8699838001146721,10.695,2.0,8.472472333333371,8.526,8.421379833333354,8.479
474,0.08102761439031334,0.916,15.18053343603322,190.34,151.14,45.50293826946651,165.96,125.095,0.8642284656012156,10.477,2.0,8.474416499999965,8.521,8.42294816666671,8.479
475,0.0698395174102055,0.845,15.193972470539293,190.41,151.14,45.504570316285466,166.02,125.18,0.8703932962051708,10.898,1.992,8.473694500000034,8.524,8.422649500000004,8.479
476,0.06181623943291212,0.814,21.278093581880803,190.38,188.52,56.717262333366875,166.11,132.82,0.9521634368350272,10.516,0.805,8.4736161666667,8.529,8.422112833333335,8.481
477,0.041893768666799905,0.794,21.166750911432928,189.88,188.45,57.33386735213008,165.67,132.51,0.9510987920685569,10.508,0.797,8.477328666666688,8.531,8.426243333333343,8.481
478,0.04296240637559681,0.798,21.146906362000422,189.82,188.45,57.31879932718281,165.69,132.60500000000002,0.951611673745442,10.297,0.805,8.47380433333336,8.527,8.422591833333327,8.479
479,0.047754347274523816,0.802,21.177386146721094,189.93,188.47,57.30089871280635,165.79,132.84,0.9603979184213358,11.516,0.805,8.470649500000006,8.528,8.421068000000028,8.474
480,0.04750285153498475,0.811,21.17831395345108,189.85,188.44,57.28922716784141,165.67,132.67000000000002,0.9536648076416112,10.695,0.797,8.467196333333325,8.517,8.417242500000032,8.467
481,0.04182785207298539,0.807,21.179326613324267,189.83,188.43,57.264344448114976,165.67,132.575,0.950963184465978,10.203,0.797,8.462483500000008,8.517,8.41337666666666,8.47
482,0.044773958331074205,0.801,21.21224280751923,189.8,188.44,57.3047629130972,165.65,132.57,0.9459821059294297,10.531,0.805,8.45743650000002,8.507,8.408097166666677,8.464
483,0.04550532346085275,0.834,17.365492059529068,189.88,188.5,59.553248022141844,165.62,164.86,0.7461519094764203,10.422,0.75,8.452641000000016,8.51,8.403767500000034,8.459
484,0.04378034540827421,0.868,21.113629247355558,189.83,188.43,57.42400046363081,165.77,133.265,0.9511426246235697,13.094,0.75,8.442340333333354,8.492,8.394427500000033,8.447
485,0.04402629863787567,0.813,21.14927454578445,189.82,188.38,57.25336774146375,165.64,132.49,0.9481935203774408,10.336,0.773,8.43939816666669,8.495,8.39065750000001,8.442
486,0.044710402106189734,0.8,21.201678787550488,189.72,188.34,57.23590441206578,165.66,132.12,0.9461590237094996,10.828,0.773,8.43566066666667,8.49,8.387592666666663,8.443
487,0.04540957364401337,0.808,21.267744962586118,189.71,188.34,57.01599083741093,165.64,131.89499999999998,0.943651728605133,10.531,0.766,8.435779500000008,8.491,8.388680833333368,8.448
488,0.04862659231558375,0.804,21.263735830396776,189.69,188.34,57.022104066669,165.59,132.14,0.9475267187465897,10.562,0.75,8.431605166666671,8.488,8.384973166666695,8.436
489,0.05283430019254687,0.831,21.28143454313256,189.77,188.36,57.01884673158995,165.66,131.73000000000002,0.9479966565664811,10.609,0.766,8.431285666666685,8.487,8.384348833333325,8.436
490,0.048706836606408656,0.805,21.275943409690914,189.75,188.36,57.00484516684867,165.71,131.78,0.9528805841744223,10.57,0.766,8.426423833333345,8.483,8.380035500000004,8.432
491,0.04395378607963668,0.78,21.29346164550902,189.75,188.38,56.983406529724405,165.59,131.865,0.9436537571386959,10.445,0.766,8.426735000000022,8.48,8.381296666666673,8.436
492,0.04142652265953559,0.774,21.290042653579373,189.74,188.37,56.99955114063157,165.62,132.02,0.943658333179892,10.344,0.766,8.423129833333373,8.472,8.376801666666632,8.428
493,0.06124175258667086,0.799,21.26189834480511,189.77,188.36,56.99196629191488,165.52,132.46,0.9499948020108976,10.5,0.766,8.420374000000038,8.48,8.374372333333294,8.422
494,0.0477238525445601,0.811,21.289707502973364,189.77,188.37,56.98969862291654,165.65,132.685,0.939406324839714,10.227,0.766,8.415406833333332,8.47,8.369245166666643,8.42
495,0.053675681770791905,0.771,15.3835252696646,189.72,150.13,45.565284456179064,165.46,124.445,0.8210986518435623,10.32,1.836,8.417805333333341,8.472,8.371715666666619,8.425
496,0.054145869105989404,0.786,21.29154698162912,189.77,188.39,56.965896736603824,165.57,131.965,0.943805135492634,10.422,0.75,8.416153666666704,8.474,8.369291833333302,8.425
497,0.048300951552779525,0.81,21.336325236959155,189.73,188.37,56.749924521600946,165.57,132.0,0.947746838533015,10.719,0.781,8.416943500000018,8.465,8.370246833333278,8.422
498,0.04465258231440409,0.792,21.33583978680236,189.8,188.4,56.78168757809655,165.52,132.41,0.95726095120192,10.531,0.805,8.417839666666683,8.472,8.371824833333301,8.42
499,0.04077116448063931,0.799,17.583504245399755,189.74,188.41,58.95600913153971,165.79,164.76,0.7567954657456963,10.484,0.727,8.413125333333353,8.469,8.368877499999948,8.425
500,0.05330176325509029,0.846,21.262263149103983,189.75,188.31,56.88742015036328,165.64,132.975,0.9500931774643384,10.719,0.766,8.40332333333332,8.46,8.35978883333327,8.413
501,0.048803407656331295,0.795,21.34237063401351,189.69,188.29,56.77860583290827,165.56,131.88,0.939084857117174,10.289,0.773,8.400687166666662,8.451,8.358203833333244,8.415
502,0.04620066768906326,0.786,21.339648841727062,189.71,188.28,56.779573797639884,165.56,132.01999999999998,0.9491601621943502,10.391,0.773,8.404402166666626,8.462,8.361623666666619,8.422
503,0.04896656301789325,0.786,21.32781288818635,189.88,188.28,56.78658495018837,165.56,132.29,0.942471242786335,10.57,0.766,8.402755499999955,8.457,8.360800833333293,8.417
504,0.04640576077135641,0.799,21.33062565393863,189.92,188.29,56.78214326101344,165.65,132.03,0.9412759472151623,10.5,0.75,8.403230999999982,8.46,8.361705666666609,8.415
505,0.051352344414215,0.815,21.349572579115648,189.66,188.28,56.75572718097509,165.56,132.17000000000002,0.9437564415080292,10.227,0.75,8.399003833333328,8.453,8.357004666666603,8.417
506,0.04748279498101433,0.782,21.28976624084826,189.66,188.28,56.77171460027702,165.59,131.805,0.939737275195726,10.047,0.75,8.399820166666675,8.454,8.356254166666602,8.41
507,0.05061188031854311,0.786,21.318916443925033,189.69,188.28,56.60454783106264,165.59,132.36,0.9437933719990064,10.398,0.75,8.397695833333325,8.448,8.353236666666618,8.403
508,0.0438144360029875,0.777,21.373414423109658,189.69,188.31,56.60243164949052,165.56,132.01,0.9448607706912718,10.562,0.75,8.398019666666647,8.453,8.353107833333286,8.41
509,0.045897884692097074,0.774,21.324858120044198,189.73,188.28,56.588776373375154,165.62,132.28,0.9471963318562033,10.242,0.75,8.396374833333335,8.452,8.352343833333283,8.407
510,0.04698220603181399,0.78,21.339521941934056,189.99,188.28,56.619563152411594,165.64,132.14499999999998,0.944174405914202,10.078,0.75,8.397388166666714,8.451,8.352087833333268,8.406
511,0.04627895032234259,0.775,21.32512102163857,189.66,188.28,56.6292037437952,165.92,132.59,0.9480348823337985,10.617,0.766,8.396750833333332,8.448,8.350351833333297,8.402
512,0.04537833426139596,0.762,21.36203801925692,189.68,188.27,56.59796173333055,165.61,131.865,0.9444897501988453,10.648,0.75,8.399374166666686,8.453,8.351980666666593,8.408
513,0.04346748898740363,0.779,21.35699333506571,189.66,188.26,56.62131906110192,165.72,132.01999999999998,0.9479002495131331,10.539,0.766,8.393926166666663,8.444,8.34688699999996,8.395
514,0.045292305503839246,0.766,21.348806946421448,189.69,188.27,56.62648329792976,165.98,132.85000000000002,0.9412457745351884,10.516,0.75,8.392311999999977,8.443,8.343525499999942,8.401
515,0.044797649252288595,0.765,21.36124946073402,189.71,188.28,56.59477678358896,165.52,132.07,0.9470599278920631,10.406,0.75,8.394653666666645,8.45,8.345700833333355,8.403
516,0.04790183877673268,0.776,21.3687096738366,189.72,188.26,56.58803844989801,165.53,132.23000000000002,0.9446158001238455,10.32,0.75,8.394442999999999,8.446,8.345598999999979,8.398
517,0.042255825660610244,0.788,21.314714171299617,189.83,188.36,56.643462978343194,165.72,132.22,0.9564662487974873,10.477,0.773,8.392331666666632,8.444,8.344054999999958,8.398
518,0.04544530144832151,0.787,21.219269936166018,189.79,188.37,57.291574418623284,165.64,132.53,0.9594563457169525,10.68,0.75,8.391100333333338,8.441,8.343127833333318,8.395
519,0.04567125219255717,0.773,21.2085499291366,189.85,188.34,57.27307430079654,165.64,132.18,0.9598372336750338,10.422,0.766,8.391830333333342,8.441,8.346494666666665,8.396
520,0.05003866019513606,0.777,21.191226766864844,189.8,188.34,57.26388726977317,165.64,132.27,0.9610442643357057,10.75,0.773,8.393421999999969,8.446,8.34879449999998,8.398
521,0.048926602471237784,0.782,21.217763190475793,189.88,188.34,57.25799521055047,165.62,132.305,0.9646283012710947,10.477,0.773,8.391467333333344,8.441,8.347027999999959,8.403
522,0.04418783737355124,0.775,21.208935842468108,189.77,188.36,57.26513928804023,165.64,132.44,0.9573229449905988,10.43,0.781,8.392022666666682,8.444,8.347657333333274,8.399
523,0.04750525097351341,0.785,21.19804055605199,189.81,188.37,57.291941261096895,165.64,132.51999999999998,0.9551753218522074,10.883,0.773,8.393111166666673,8.441,8.34728016666661,8.398
524,0.0499143220731545,0.766,21.20944579036655,189.87,188.38,57.2546098626475,165.79,132.515,0.9605010471405788,10.75,0.766,8.393897333333332,8.446,8.347785333333295,8.399
525,0.05003785008049372,0.775,21.211427498538413,189.8,188.38,57.30023880083781,165.66,132.71,0.961094976558202,10.664,0.781,8.39107883333333,8.445,8.345390333333322,8.399
526,0.04831569910144131,0.783,21.224183482730623,189.82,188.37,57.295648353670806,165.65,132.475,0.9588972651718646,10.539,0.781,8.387522333333344,8.44,8.341264499999964,8.399
527,0.05242799743700152,0.757,15.429733677888255,189.87,150.22,45.81570818536306,165.33,124.54499999999999,0.8382529079252652,10.898,1.867,8.396364000000004,8.448,8.348598833333284,8.398
528,0.05216924597872487,0.775,21.26196779830064,189.87,188.41,57.00615402713177,165.67,132.425,0.9606260036648194,11.031,0.773,8.392239333333336,8.439,8.3463018333333,8.4
529,0.053131249383173276,0.76,15.376499793977265,189.85,150.25,45.60790652496605,165.83,124.61,0.8292049879200883,10.68,1.844,8.399156666666673,8.448,8.35224533333326,8.406
530,0.053714276001149676,0.777,21.265132714581366,189.92,188.42,57.01844731496912,165.64,132.81,0.9620126361463449,10.727,0.766,8.397746500000052,8.449,8.351856499999938,8.405
531,0.04504948942191399,0.76,21.36725150999704,189.85,154.325,54.0171010687575,165.59,124.81,0.9766873412309779,10.844,1.695,8.403857166666647,8.464,8.358155999999903,8.415
532,0.05568875115900624,0.75,15.362087780186593,189.84,150.27,45.58145009704337,165.69,124.63,0.8283642926751671,10.375,1.844,8.40902266666668,8.462,8.361015999999923,8.412
533,0.05499038179896081,0.787,21.266796972635568,190.01,188.44,57.0287197479846,165.73,132.45999999999998,0.9565815309726521,10.953,0.766,8.405387166666666,8.465,8.359998999999922,8.42
534,0.048265754431557964,0.789,21.265660453624637,189.85,188.42,57.017201752838965,165.75,132.54000000000002,0.9600648854197347,10.937,0.773,8.405814499999972,8.467,8.360180333333268,8.418
535,0.05157828507739884,0.788,21.250207614004964,189.92,188.41,57.02974711067046,165.67,132.84,0.9601532798178701,10.727,0.773,8.396245166666649,8.453,8.349895666666647,8.406
536,0.057610760431660024,0.789,21.249949014150744,189.85,188.4,57.00703655473162,165.66,132.54000000000002,0.9633664618627461,10.836,0.773,8.39064416666665,8.444,8.344479499999974,8.398
537,0.05281017065200402,0.797,21.251458012593947,189.88,188.39,57.042378062048996,165.66,132.835,0.9545145200186201,10.375,0.773,8.386021833333304,8.439,8.340726999999964,8.395
538,0.053226758807082594,0.789,21.276878716459308,189.83,188.39,56.76815647693956,165.62,132.445,0.9616546218666632,10.969,0.766,8.381753833333311,8.433,8.33684583333331,8.392
539,0.04832772712470087,0.796,21.28527734432871,189.79,188.38,56.806990895182196,165.59,132.51,0.9580748993289058,10.242,0.773,8.379710833333291,8.436,8.3342343333333,8.39
540,0.05325390625178069,0.802,21.285559075140558,189.83,188.38,56.77754954733179,165.71,132.62,0.959510027516322,10.805,0.766,8.375905999999931,8.425,8.33189433333329,8.383
541,0.05141682988555621,0.799,21.26392252353373,189.88,188.37,56.79206751589198,165.98,132.8,0.9577469693514481,10.703,0.773,8.376596833333272,8.428,8.332098833333289,8.389
542,0.05126987419528158,0.784,21.250868441836218,189.92,188.365,56.79918427184651,165.59,132.54,0.9567399346123111,10.805,0.781,8.375393499999918,8.425,8.331288666666653,8.38
543,0.04784684842238622,0.789,21.279108144060206,189.85,188.39,56.77891555768729,165.9,132.74,0.9630079627730987,10.531,0.781,8.377099833333283,8.429,8.333005333333281,8.381
544,0.04966423703912068,0.794,21.286395105845003,189.88,188.4,56.7778824803815,165.79,132.38,0.959080806576917,11.023,0.781,8.375361833333235,8.424,8.331505166666643,8.384
545,0.05095763999094079,0.805,21.26910877650762,189.77,188.37,56.76005443123707,165.56,132.385,0.9577275042143304,10.758,0.781,8.37265483333325,8.427,8.328935499999986,8.387
546,0.050041237232194946,0.808,21.304373796240302,189.82,188.38,56.78560016475419,165.87,132.33499999999998,0.961988896234975,10.539,0.797,8.373456333333248,8.425,8.328616666666647,8.379
547,0.047835272308581644,0.776,21.285810961371528,189.82,188.39,56.78484522547314,165.66,132.59,0.9617068297586188,10.828,0.797,8.3716736666666,8.429,8.327583166666631,8.383
548,0.05182352442294733,0.792,21.30457325086037,189.82,188.4,56.628491216114355,165.59,132.85500000000002,0.9639038548015566,10.727,0.781,8.372874666666606,8.425,8.328641499999977,8.379
549,0.049930332820773596,0.789,21.315835449623865,189.88,188.38,56.627798072845955,165.62,132.305,0.9585494668542794,10.937,0.805,8.372203666666557,8.423,8.327540000000022,8.378
550,0.05443717936461387,0.817,21.313971090160617,189.85,188.4,56.64444223409188,165.74,132.49,0.9610007443934038,10.734,0.797,8.372292333333265,8.425,8.327208499999967,8.378
551,0.048209805130641874,0.798,21.319883725154725,189.87,188.39,56.64485745229624,165.8,132.585,0.9604012574598411,10.922,0.797,8.372860499999948,8.424,8.327595166666635,8.378
552,0.05224501976643784,0.792,21.304007387327946,189.87,188.38,56.641974472641294,165.77,132.745,0.9590052812445202,10.531,0.797,8.370457333333272,8.42,8.327131833333318,8.377
553,0.052414673733591724,0.796,21.306562938515707,189.87,188.38,56.629356322318536,165.62,132.68,0.9666572907850907,10.891,0.797,8.371658166666617,8.424,8.326970833333299,8.378
554,0.05631866555943492,0.799,21.313995084918826,189.81,188.38,56.647396425121464,165.84,132.68,0.9607883063252516,10.555,0.805,8.3702466666666,8.424,8.326558833333328,8.379
555,0.051842776221260406,0.792,21.293081464069047,189.82,188.36,56.63842894869765,165.64,133.455,0.9636271549584823,10.68,0.797,8.36769199999994,8.418,8.323202166666652,8.378
556,0.054638865743328845,0.802,21.298538493033085,189.82,188.37,56.61698467465418,165.59,132.61,0.9638526603430875,11.141,0.797,8.367031833333265,8.42,8.322537166666619,8.374
557,0.04931495687670641,0.791,21.29712033029953,189.88,188.36,56.63094239112725,165.59,132.72,0.959753092445334,10.562,0.797,8.365800499999942,8.427,8.321526666666658,8.376
558,0.46515908948560114,2.546,15.17361485883867,190.2,150.84,45.418170599436515,165.88,124.895,0.8527601898451794,10.898,1.945,8.372253666666607,8.425,8.327606666666624,8.377
559,0.21979598334315692,1.467,15.363168150925214,190.26,150.84,45.994655567502555,165.56,124.97,0.8604341610772289,11.102,1.937,8.372489499999917,8.425,8.328888166666628,8.384
560,0.1583008470984612,1.419,21.114286245031746,190.25,188.72,57.3659358535117,165.91,133.69,0.9910256681406234,10.844,0.797,8.373360333333283,8.422,8.328998999999966,8.384
561,0.3076783319185857,1.847,15.366253291761408,190.19,150.86,45.97196702298166,165.82,125.11,0.8553370962823282,10.609,1.937,8.378442666666643,8.429,8.333823833333293,8.388
562,0.22643695571892464,1.523,15.363667405140912,190.28,150.84,45.97401255251762,166.22,124.98,0.8661009907123944,11.383,1.945,8.378941833333325,8.429,8.334893833333298,8.385
563,0.19948498945271334,1.422,15.354371245184373,190.31,150.92,45.97702030723805,165.98,124.91499999999999,0.8585868359650539,10.586,1.937,8.38400049999996,8.436,8.338486333333288,8.392
564,0.21883906838841036,1.422,15.362341754338273,190.28,150.91,46.01163860326375,165.4,125.04,0.8619265955068212,11.109,1.937,8.387849166666657,8.443,8.342614166666612,8.398
565,0.25809664626561757,1.737,21.119113883468504,190.23,188.75,57.37448652849939,165.96,133.5,0.9879413455252571,10.625,0.797,8.38887549999998,8.439,8.343278333333283,8.394
566,0.31564460276430717,1.811,15.37058514036582,190.22,150.87,46.01546397605174,165.88,125.025,0.8626286574751261,11.492,1.937,8.39509700000001,8.446,8.349776833333292,8.403
567,0.2001384344344012,1.424,15.365711311791213,190.22,150.88,46.01177352436125,165.72,125.08,0.8608351022815629,10.922,1.937,8.39204483333329,8.439,8.346307499999952,8.398
568,0.16807091841189897,1.282,15.368627875430501,190.31,150.91,45.99788300316709,165.98,124.93,0.8602327399261727,11.172,1.937,8.396389833333345,8.446,8.34888299999998,8.402
569,0.18159909514073083,1.249,15.296582242457701,190.34,150.93,45.76952450364994,166.11,125.19,0.8569176155788344,10.945,1.937,8.401768666666667,8.454,8.354428833333285,8.406
570,0.17333514775234618,1.269,15.318640808266608,190.3,150.89,45.744792880240006,165.72,125.05000000000001,0.859985919912738,10.773,1.945,8.4037263333333,8.455,8.354426499999924,8.406
571,0.16923501527603627,1.377,21.15816016534663,190.34,188.75,57.1453536912665,166.2,132.94,0.9966776517333976,11.187,0.781,8.403349999999966,8.455,8.354460166666605,8.405
572,0.24410729557187025,1.516,15.294328064690902,190.23,150.94,45.79389229857073,165.79,125.105,0.8566157306382883,11.062,1.945,8.409337499999959,8.464,8.359899999999918,8.412
573,0.11942547377050985,1.189,21.15538086346833,190.22,188.74,57.120844935599486,165.93,133.485,0.992340796661503,11.109,0.797,8.40603849999998,8.46,8.356272166666615,8.412
574,0.13594538098136874,1.257,21.11943298698016,190.31,188.72,57.10543335401182,166.04,133.84,0.9871259021842652,11.102,0.797,8.401152833333315,8.453,8.351633166666648,8.402
575,0.20826533692617155,1.333,15.290133834835494,190.23,150.9,45.75203087334584,165.73,125.01,0.8571474864934372,10.953,1.937,8.402258666666652,8.454,8.353431333333276,8.405
576,0.1817989662354926,1.287,15.291024934672933,190.27,150.94,45.79843252398889,165.83,125.025,0.8620727648314843,11.219,1.945,8.402694999999968,8.455,8.354167666666555,8.406
577,0.11212952936640823,1.086,21.148377051457338,190.25,188.74,57.132952183142976,165.92,133.98,0.9867164354236087,10.594,0.773,8.4022868333333,8.454,8.353139833333248,8.408
578,0.22693921135343162,1.54,15.27368818668321,190.3,150.95,45.79321647840107,165.85,125.16,0.852936604857178,11.141,1.922,8.404566499999943,8.458,8.356008666666607,8.411
579,0.16953585358182358,1.273,15.241792482556699,190.28,150.9,45.59263030925097,165.88,125.23,0.8569471267856034,11.187,1.937,8.404513166666625,8.455,8.356751666666618,8.415
