cycle,EPS1_median,EPS1_std,EPS1_max
699,2299.8,202.41421873323634,2821.4
700,2301.6,202.38340113787996,2821.0
701,2809.8,282.5405882568632,2819.6
702,2299.2,201.4352836974025,2817.6
703,2300.2,201.18321863101917,2819.4
704,2303.0,201.4689773722482,2821.4
705,2303.3,201.6268749539041,2821.6
706,2303.6,201.53306565789373,2821.6
707,2305.8,200.9194732142941,2823.4
708,2305.4,201.65136422674095,2827.4
709,2305.2,201.71709892176168,2825.0
710,2305.8,202.23141116813147,2827.0
711,2307.2,201.59964442057094,2823.8
712,2307.6,200.68298114895717,2823.8
713,2307.8,201.1372899579089,2825.4
714,2307.8,200.96298918031053,2823.8
715,2309.0,200.50706489288822,2825.8
716,2307.4,200.71148698571514,2823.6
717,2307.6,200.57222560693617,2822.6
718,2307.8,201.01486910719464,2825.8
719,2309.6,200.68410667271934,2825.6
720,2309.6,200.66877058018582,2827.4
721,2310.1,200.58483219274046,2829.2
722,2309.6,199.84764991061238,2827.4
723,2312.6,199.96719869387195,2831.0
724,2312.0,200.33643332279402,2831.0
725,2313.4,199.88534507353978,2830.0
726,2313.6,200.3378768776161,2827.6
727,2315.0,200.6305369461026,2831.4
728,2318.6,200.27317259269216,2832.4
729,2316.4,200.82547651019814,2836.0
730,2311.6,200.2246944153217,2829.0
731,2311.8,199.95808358072725,2829.4
732,2312.2,199.86677524117798,2827.6
733,2316.2,199.4670412678602,2831.6
734,2323.8,198.91255594538384,2837.8
735,2327.6,199.17610773685792,2843.4
736,2332.4,200.33619022406094,2851.2
737,2334.4,199.73700974137373,2847.4
738,2339.8,198.75439569339542,2851.8
739,2343.8,199.23900952093865,2855.4
740,2343.8,200.55872739693496,2861.0
741,2345.8,199.26137440299738,2863.0
742,2349.0,199.5471766480722,2866.8
743,2351.8,198.9959461289416,2865.4
744,2352.0,199.47824460733597,2867.0
745,2354.8,198.77591094672945,2871.4
746,2353.6,200.03529216043756,2867.8
747,2355.8,199.301858248652,2865.8
748,2359.6,198.0654071477015,2867.8
749,2359.8,199.5386646853789,2871.0
750,2358.0,199.2045588631383,2871.2
751,2362.0,199.23777310666847,2875.0
752,2363.8,198.70728101945315,2874.0
753,2366.0,198.92655459994037,2875.0
754,2366.2,198.887037234473,2875.2
755,2366.6,198.71092938428455,2877.0
756,2369.2,198.9697223666254,2879.2
757,2370.2,198.49896769948666,2878.0
758,2372.0,198.60167471560584,2881.4
759,2372.2,198.587412718062,2881.2
760,2372.2,199.481645174836,2881.2
761,2372.0,198.10996227053246,2881.2
762,2369.6,198.4709726663761,2881.0
763,2368.0,197.73977058049854,2877.4
764,2369.6,199.73062264667993,2882.0
765,2369.6,198.11509789866628,2877.0
766,2369.6,198.0836877181096,2879.2
767,2372.4,198.4861254852521,2881.4
768,2373.4,198.20589520264292,2881.2
769,2372.2,198.0389141618366,2879.0
770,2372.6,198.07923742337655,2879.2
771,2374.2,197.85244323941507,2883.0
772,2375.8,197.95661215494047,2883.0
773,2376.0,198.29762152471824,2881.2
774,2375.8,198.20823535890122,2885.2
775,2376.4,198.6453434109052,2884.2
776,2376.6,198.29867888521133,2885.0
777,2376.2,198.34936769243137,2889.0
778,2376.0,199.42290740928752,2889.0
779,2377.8,198.63971050311252,2885.0
780,2378.2,198.22867097447065,2885.2
781,2378.2,198.69284305876752,2887.2
782,2378.2,197.86419120584318,2887.0
783,2378.2,198.21744598443985,2885.0
784,2378.0,198.50345890795447,2889.0
785,2378.2,198.05645866536491,2885.2
786,2380.0,198.3895610041329,2889.0
787,2379.8,198.55098266688387,2887.0
788,2378.0,198.3136107864664,2885.0
789,2380.2,197.95819342674554,2885.2
790,2380.0,198.16546940650315,2885.0
791,2380.0,197.03966447133106,2885.0
792,2377.8,198.21186559482922,2887.2
793,2377.6,197.76966298021853,2883.4
794,2375.2,197.97559509869222,2885.0
795,2376.8,197.28324228955756,2881.6
796,2377.0,196.60639063508702,2884.0
797,2375.8,197.72871503572892,2881.8
798,2375.8,197.0447596784844,2879.4
799,2376.0,198.15269567698883,2885.0
800,2375.6,197.6958368856458,2880.6
801,2375.8,197.61494603716815,2881.6
802,2376.0,197.79424420020084,2883.4
803,2373.8,198.07258887722526,2880.6
804,2373.2,197.62987089219845,2879.4
805,2375.8,197.79565077766492,2883.0
806,2373.6,196.69315357019704,2877.4
807,2375.6,196.53444536272943,2877.6
808,2377.4,198.12435536874457,2883.6
809,2382.2,195.4293193357168,2880.0
810,2384.2,197.7023952762465,2887.4
811,2379.8,196.81105657711026,2889.0
812,2379.6,197.09306587215264,2885.4
813,2379.8,197.0589768816529,2883.6
814,2382.4,196.943047554817,2886.6
815,2381.8,198.67142952319628,2889.2
816,2379.8,196.74236203847934,2881.4
817,2378.8,196.99364088435368,2881.4
818,2381.8,196.78408643190897,2887.0
819,2381.8,197.16576405239482,2887.2
820,2384.2,197.1684059514207,2887.6
821,2377.6,198.42520711357523,2887.6
822,2376.8,196.74534033291025,2877.6
823,2379.4,197.0240361540083,2881.4
824,2377.8,197.37853731725474,2885.6
825,2376.0,197.7908156426236,2883.4
826,2375.8,197.5979935229681,2880.6
827,2375.6,197.5226075494847,2879.6
828,2375.6,197.652466311146,2881.6
829,2376.8,197.16179975850517,2879.6
830,2375.6,197.39927108071396,2879.6
831,2375.6,197.18706974700814,2879.4
832,2375.8,197.456779068163,2881.6
833,2375.6,197.25488681999224,2879.6
834,2377.6,196.91768592645107,2879.8
835,2377.6,197.19362742413725,2879.8
836,2379.6,196.99836583777204,2883.4
837,2382.2,196.68714689003156,2885.2
838,2382.0,197.77568037702963,2889.2
839,2382.4,196.44427683516315,2885.0
840,2382.0,198.10364868146712,2889.2
841,2377.4,198.68260712763643,2887.6
842,2377.4,197.26284212391295,2879.8
843,2377.6,196.95161245157286,2883.4
844,2380.2,197.79038117346946,2885.2
845,2380.6,197.99520912105208,2887.2
846,2383.4,197.35055586972726,2891.0
847,2381.8,198.0671682979108,2889.0
848,2378.6,197.99237913809128,2888.6
849,2382.2,196.75409031547866,2882.4
850,2381.4,196.4558542338694,2885.0
851,2380.6,197.07342598477916,2889.4
852,2379.8,197.26174463460822,2885.2
853,2381.6,196.73924750870557,2881.6
854,2379.8,197.31430962985795,2884.4
855,2379.4,197.17633209457114,2885.6
856,2377.9,196.81208505831069,2881.6
857,2377.6,197.75028333377028,2886.0
858,2376.0,197.26981581505387,2881.4
859,2377.8,196.84133674465872,2883.8
860,2381.8,196.67219285319317,2885.8
861,2383.4,196.6129303123805,2887.0
862,2384.2,196.79124360707738,2888.8
863,2383.8,197.4402572022417,2887.0
864,2384.4,196.71918844260443,2888.4
865,2383.4,197.4120992141437,2891.0
866,2381.8,196.479269961998,2887.8
867,2382.0,196.4255116793267,2884.8
868,2383.6,197.80866921182334,2889.0
869,2387.6,195.44188094571788,2889.4
870,2389.6,197.20515439486698,2891.0
871,2389.8,196.7892824995841,2892.2
872,2386.0,197.4097256504243,2892.2
873,2384.4,197.48694223549182,2889.0
874,2385.4,197.35381770471528,2889.0
875,2385.6,197.30845427116856,2889.4
876,2385.0,197.2924724598607,2889.0
877,2386.2,196.69311072814304,2887.2
878,2386.2,197.25378528814255,2889.4
879,2382.2,198.39125573826195,2889.4
880,2379.4,198.0744016202626,2887.8
881,2379.4,197.02297297361574,2880.8
882,2381.8,196.0717227485568,2882.4
883,2380.8,196.33668241510625,2884.2
884,2378.0,198.0030354068104,2887.4
885,2379.8,196.41572682230372,2879.6
886,2381.0,197.02276737729167,2883.6
887,2381.8,197.03789253025508,2885.8
888,2381.8,197.73641266794547,2885.6
889,2378.4,197.15886443562272,2881.4
890,2379.1,197.18661033052493,2883.4
891,2379.6,196.8507936343276,2882.4
892,2379.4,197.08583684385584,2883.4
893,2380.2,196.8772236667614,2883.6
894,2380.6,197.63516250796266,2883.6
895,2380.0,196.9465158843014,2883.6
896,2380.0,197.39584655885915,2883.6
897,2379.6,197.474023077705,2883.6
898,2377.8,197.70823302756858,2883.6
899,2377.8,196.64020445352622,2883.6
900,2378.2,197.11731748564782,2881.6
901,2375.8,197.67968094822822,2885.6
902,2375.6,196.96162562813686,2879.4
903,2375.0,197.02079055143852,2877.8
904,2371.6,198.31811595690422,2879.4
905,2371.8,197.39670782459592,2877.8
906,2372.0,197.22482473929205,2877.6
907,2372.0,197.12737251531678,2881.4
908,2374.8,198.24660791290657,2885.0
909,2377.3,197.25023752637335,2882.2
910,2374.0,196.99207779501666,2879.8
911,2372.0,197.6751572603275,2877.6
912,2371.8,196.72467571586586,2875.6
913,2375.6,196.91199402993297,2877.6
914,2375.0,196.70106268990884,2879.6
915,2375.8,197.34331277394477,2881.4
916,2379.6,196.85373639698705,2883.8
917,2377.8,197.00185953105114,2884.8
918,2375.6,197.29872937511377,2881.6
919,2375.2,196.91833920668284,2879.4
920,2375.8,196.88343480445212,2879.8
921,2377.6,197.68533649521513,2883.0
922,2378.2,196.8652830813679,2881.2
923,2377.6,197.5336645031615,2883.2
924,2378.0,197.65103144790558,2884.2
925,2375.8,197.76228906392015,2882.2
926,2376.6,196.57063442167987,2880.4
927,2373.8,197.49356093147668,2879.8
928,2369.8,197.41074714046792,2879.2
929,2373.2,196.10915500331106,2871.6
930,2379.4,196.47756859563776,2881.2
931,2378.2,197.96487009979276,2881.4
932,2382.0,194.58203673215922,2886.0
933,2386.0,195.09674447567673,2883.2
934,2385.8,196.03152068169805,2889.0
935,2384.8,196.83283673443856,2890.4
936,2382.0,195.67406474704077,2887.0
937,2381.8,196.85176178138732,2887.0
938,2382.0,195.43366105423644,2883.4
939,2383.6,195.5919602565321,2883.6
940,2378.2,196.49363230408147,2881.6
941,2379.8,195.4589874656806,2880.6
942,2408.2,196.05344551061268,2913.6
943,2408.8,198.0845793546078,2913.4
944,2404.4,198.48248181823757,2911.6
945,2405.8,197.81514417181836,2909.6
946,2405.6,197.89423633903098,2909.6
947,2405.6,198.29973344979547,2911.6
948,2403.8,198.0276606489,2909.6
949,2405.6,197.9410486757993,2907.6
950,2401.8,198.15154546239032,2909.4
951,2401.8,198.42892957486717,2907.6
952,2399.8,198.51995964735232,2906.4
953,2400.8,197.190531639428,2905.4
954,2405.6,196.57400257975942,2906.6
955,2405.6,197.2439596588681,2909.6
956,2407.8,197.5094447645245,2911.6
957,2407.6,197.1700405169401,2911.4
958,2408.0,196.96852829146363,2911.6
959,2405.8,198.07906462918524,2911.6
960,2403.8,196.8538576497514,2905.6
961,2403.8,196.76728598241215,2905.8
962,2407.4,197.26615272697148,2913.6
963,2407.0,195.65085674748073,2907.4
964,2405.4,196.5772254339469,2909.4
965,2403.8,196.73949610340077,2907.4
966,2401.6,196.6305808096674,2905.8
967,2401.6,196.43287872716147,2903.6
968,2399.8,197.1062825403722,2905.6
969,2401.8,196.39980764496818,2903.6
970,2399.8,196.84317818766812,2905.8
971,2399.8,196.42744546884936,2903.6
972,2402.7,196.12591128228897,2903.4
973,2399.8,197.34006466874925,2905.8
974,2401.4,195.9915270487115,2903.8
975,2399.8,195.92506760470496,2901.6
976,2400.4,196.20274316475914,2903.6
977,2401.6,196.2369883892031,2903.4
978,2401.6,196.29905695568814,2905.4
979,2401.6,196.5376262587772,2903.6
980,2405.6,195.83039925905868,2907.4
981,2407.4,196.07456318298946,2908.6
982,2407.4,196.32866913537183,2910.6
983,2395.6,196.1492037664518,2903.4
984,2394.2,198.20790136904444,2901.4
985,2395.4,198.2686282757359,2907.0
986,2393.0,197.22515528469702,2895.4
987,2392.4,197.30844413586195,2894.4
988,2391.6,197.30881707672094,2893.4
989,2391.6,197.61675260766927,2895.4
990,2393.4,197.18685032473402,2898.0
991,2397.4,197.09972968308927,2899.8
992,2397.0,197.94433293182024,2900.0
993,2394.6,198.94362728298873,2905.2
994,2395.6,197.0690256841682,2900.2
995,2394.0,196.07870321851595,2903.0
996,2395.6,196.23032105971652,2897.8
997,2395.6,196.25681640219855,2895.6
998,2395.8,196.67130181294462,2899.4
999,2398.2,196.39256825482607,2899.8
1000,2395.8,196.74353170710532,2899.0
1001,2395.8,196.83229588010312,2897.4
1002,2394.0,197.09909942156543,2897.6
1003,2393.6,196.70114734543378,2897.4
1004,2397.8,195.20694532891582,2895.8
1005,2396.2,196.1230059169117,2897.4
1006,2393.6,195.78396471720802,2893.6
1007,2392.6,195.9542548250416,2895.6
1008,2394.0,196.19145427749265,2895.8
1009,2393.8,196.06862935118562,2895.6
1010,2394.0,195.95975898510451,2897.6
1011,2395.4,196.3767007866564,2897.4
1012,2397.8,195.61888031432252,2897.4
1013,2402.0,195.2870734814785,2899.6
1014,2402.0,195.9592198347365,2902.6
1015,2398.8,195.88701746005813,2901.6
1016,2402.2,195.26681071771227,2903.8
1017,2399.8,194.70040785541616,2897.8
1018,2401.8,194.74249688581355,2901.6
1019,2404.6,195.0408028906141,2905.4
1020,2405.8,195.2727876497089,2904.0
1021,2405.8,195.52401721883572,2903.8
1022,2404.0,196.11496331164818,2905.4
1023,2400.0,196.444596077283,2906.0
1024,2395.4,194.84284485972836,2893.8
1025,2395.6,197.23996259992535,2895.6
1026,2394.6,197.72543616711175,2897.4
1027,2388.7,198.4169957829871,2895.6
1028,2392.0,196.153664372394,2889.8
1029,2392.0,196.5363041772858,2889.6
1030,2390.0,197.34341333095733,2891.6
1031,2389.8,195.96842874236305,2885.6
1032,2391.4,196.8029123662847,2892.4
1033,2391.6,196.49791859349364,2889.6
1034,2389.4,197.11840826744688,2892.4
1035,2389.4,196.37009181338865,2891.4
1036,2393.6,195.23516903796758,2889.4
1037,2387.8,196.36665259178787,2891.4
1038,2387.4,196.230922552894,2889.2
1039,2387.6,195.76656184186507,2887.4
1040,2391.6,195.30612316637962,2887.6
1041,2393.6,196.16539278742178,2895.0
1042,2393.6,195.6268580504153,2891.8
1043,2395.4,195.99778496348026,2896.4
1044,2396.2,195.91647377164549,2892.2
1045,2392.0,196.2225346317673,2892.0
1046,2385.8,195.72945363109085,2885.8
1047,2385.8,195.54669528257148,2883.6
1048,2386.0,195.47452582748795,2885.4
1049,2387.2,195.83745524339378,2885.6
1050,2385.8,195.70507809898848,2887.4
1051,2384.5,196.0829415978006,2885.4
1052,2385.2,195.46884201019384,2893.2
1053,2387.6,195.45905589828467,2885.8
1054,2386.1,196.8148521548991,2889.2
1055,2381.4,196.42461512098623,2885.4
1056,2381.8,195.4605140563584,2881.6
1057,2380.8,195.64062935137517,2881.4
1058,2383.0,194.8089439045622,2883.6
1059,2387.2,194.90210240383706,2882.6
1060,2389.6,193.57432721459125,2883.4
1061,2390.8,194.48515535499823,2887.4
1062,2388.8,194.92948879838428,2889.4
1063,2390.0,194.64904063111408,2887.6
1064,2389.8,194.7816783794554,2887.8
1065,2393.4,193.2752222393547,2891.8
1066,2389.6,195.7174357615652,2889.8
1067,2389.8,195.38043877980343,2889.4
1068,2393.6,195.63825739723077,2893.6
1069,2393.8,195.69652378482243,2891.6
1070,2392.0,196.45182829611358,2893.4
1071,2388.8,195.36784270704896,2887.6
1072,2389.6,195.5550027430864,2887.6
1073,2389.6,195.33080358650687,2889.4
1074,2389.8,195.39690073812642,2887.6
1075,2417.8,195.94324401845287,2919.6
1076,2415.6,198.2767678404098,2921.4
1077,2414.9,197.85328689440914,2919.6
1078,2416.0,197.8947886387039,2921.4
1079,2419.6,197.21943574662217,2918.6
1080,2417.8,198.17327314264995,2921.6
1081,2418.8,197.97067158473573,2921.4
1082,2418.6,197.9627602962672,2921.6
1083,2418.8,198.25168682880124,2923.8
1084,2417.6,198.45444673114983,2921.6
1085,2416.0,198.40816294928698,2919.6
1086,2416.8,197.99444740658925,2919.4
1087,2412.6,197.3981259001219,2914.6
1088,2413.7,197.28381870706968,2915.6
1089,2416.8,196.74710533281473,2917.4
1090,2419.6,197.23000451123875,2921.6
1091,2419.8,197.00223729587984,2920.4
1092,2415.6,197.93389082909817,2921.8
1093,2417.6,196.50712312202904,2915.6
1094,2417.6,196.62752791472136,2915.8
1095,2417.6,196.9383749951657,2919.4
1096,2418.4,195.90938358167674,2917.6
1097,2417.8,196.27406538745637,2919.4
1098,2419.6,195.8847555030899,2920.4
1099,2421.6,196.08588067771956,2918.6
1100,2421.4,196.35888168616597,2919.4
1101,2419.6,196.70328433219768,2919.6
1102,2417.6,196.56584928923107,2919.4
1103,2415.6,196.61210231788513,2917.6
1104,2415.6,196.01788343196526,2915.4
1105,2415.6,196.0084418991249,2917.2
1106,2419.6,194.9690303046321,2915.8
1107,2419.8,195.74936425479544,2919.4
1108,2421.6,195.3869298788976,2919.4
1109,2422.6,195.63370252262092,2925.4
1110,2418.6,195.37283168053284,2917.6
1111,2417.8,195.00617967214254,2915.8
1112,2417.6,195.66925573005048,2916.8
1113,2417.6,195.60540362508763,2917.8
1114,2417.8,195.76478214712554,2917.8
1115,2417.6,195.62315897671215,2916.6
1116,2405.8,195.2995097621884,2911.8
1117,2404.0,197.3957452276633,2905.8
1118,2403.6,198.01890319845612,2905.6
1119,2399.6,197.89853285571473,2905.4
1120,2399.6,197.42350874725554,2899.6
1121,2397.6,197.54620735096893,2899.8
1122,2398.0,196.83487494593376,2897.8
1123,2399.0,196.75834813585183,2897.8
1124,2403.6,196.04621785589612,2899.6
1125,2409.2,196.60496445443934,2909.4
1126,2405.4,197.96216167803783,2909.4
1127,2406.0,195.5579818251051,2904.4
1128,2405.8,195.57449961706573,2903.6
1129,2405.4,195.80433130421758,2903.4
1130,2406.0,196.35710454014787,2907.8
1131,2409.4,195.1366080714153,2908.6
1132,2407.6,195.75787356532055,2907.8
1133,2407.8,195.70769023497652,2905.6
1134,2408.4,195.89294246783626,2905.4
1135,2409.6,196.10618079533944,2907.8
1136,2409.8,196.13251470611434,2907.4
1137,2409.0,195.6238381112577,2909.6
1138,2409.8,195.2439552343123,2907.8
1139,2411.0,196.16108297793951,2911.6
1140,2409.2,194.696434233003,2903.6
1141,2407.6,195.4457139476759,2907.0
1142,2407.6,195.1730122020056,2902.6
1143,2409.4,194.89517442611492,2907.4
1144,2410.0,194.95300340198608,2907.4
1145,2411.6,195.31913516751783,2907.4
1146,2411.6,195.16464747400548,2907.6
1147,2410.0,195.05196963559567,2907.6
1148,2411.8,194.69387715106052,2907.6
1149,2405.4,195.59276999007076,2907.8
1150,2404.8,194.29217974284214,2901.8
1151,2404.0,194.76570967114296,2901.4
1152,2403.6,194.26978291958196,2899.6
1153,2403.2,194.5191252581883,2902.0
1154,2403.8,194.32648362498585,2903.4
1155,2403.8,194.63238874432045,2901.6
1156,2407.2,194.2211432037806,2903.6
1157,2397.2,195.32377186148622,2895.8
1158,2395.6,197.32141157894347,2893.6
1159,2390.0,198.27001295120908,2893.6
1160,2391.4,196.7774363011126,2888.6
1161,2391.8,196.55289059277843,2891.6
1162,2393.6,197.02187417681887,2893.6
1163,2391.4,196.59925266601863,2891.0
1164,2395.6,195.95198913698226,2895.4
1165,2398.0,195.81776124465497,2897.8
1166,2401.2,196.60997112837686,2897.6
1167,2403.0,196.06911501546944,2898.4
1168,2403.8,195.4623511606496,2897.6
1169,2403.8,195.8376540377566,2900.0
1170,2403.2,196.72110277502722,2900.6
1171,2403.2,195.78417124637693,2895.6
1172,2403.4,196.13917542975204,2900.6
1173,2402.0,196.31045556974547,2899.4
1174,2401.8,194.59842421894055,2892.6
1175,2401.4,195.5617203844322,2897.4
1176,2401.8,195.37291268815144,2899.4
1177,2403.4,197.0402102981412,2905.0
1178,2399.8,195.47821304211632,2895.6
1179,2399.8,194.70963917397643,2893.6
1180,2401.8,193.57793824160072,2892.4
1181,2401.6,194.46063953428043,2897.4
1182,2401.4,194.32288185659215,2895.4
1183,2401.8,194.09008759472258,2895.4
1184,2403.6,194.7432041701372,2897.8
1185,2403.4,195.51248175266392,2901.0
1186,2401.8,195.24689779893222,2898.6
1187,2401.6,195.36488725764178,2899.6
1188,2402.0,194.89367107656378,2897.4
1189,2402.8,194.46368603359076,2895.4
1190,2399.8,195.46787164762162,2897.6
1191,2399.4,193.71001672851713,2891.4
1192,2399.6,193.7299495458151,2896.0
1193,2399.8,193.74462977708606,2893.6
1194,2401.4,194.3437373323075,2897.4
1195,2399.6,195.10488448749996,2899.8
1196,2399.6,194.65280053608976,2894.4
1197,2401.6,194.68494780402466,2895.4
1198,2402.0,191.92161072709584,2894.8
1199,2403.8,194.23029192440652,2896.6
1200,2403.6,194.08248113523095,2895.6
1201,2404.4,194.5788787698692,2897.4
1202,2405.4,194.92016022931762,2899.4
1203,2403.8,195.49225146290553,2901.0
1204,2403.6,194.4487699902859,2895.6
1205,2406.8,194.36113609245396,2898.4
1206,2404.8,194.88206887104005,2901.8
1207,2403.6,192.8151948847098,2890.6
1208,2433.6,194.93075165086725,2931.8
1209,2427.2,197.77921509778045,2930.6
1210,2428.0,197.51030871430558,2926.6
1211,2428.0,196.51995672990952,2927.4
1212,2425.8,196.67800421689086,2923.6
1213,2427.8,196.8199311304301,2927.6
1214,2427.6,196.82206703481017,2927.6
1215,2427.8,197.09837220464544,2927.4
1216,2428.0,197.46645867848727,2927.6
1217,2427.2,197.81986697335813,2927.4
1218,2421.8,196.84750424478366,2922.4
1219,2423.2,196.30048136989686,2919.8
1220,2421.8,196.1346988251597,2921.6
1221,2423.6,196.1297670545355,2921.6
1222,2425.6,196.11668828200047,2921.4
1223,2423.8,196.68681388500866,2921.8
1224,2425.6,196.04189647326504,2921.8
1225,2426.6,196.9070839283656,2924.6
1226,2424.8,196.36429719597137,2927.2
1227,2426.0,195.83557002173436,2923.6
1228,2421.8,196.6910849952322,2925.0
1229,2423.8,195.827513892642,2922.4
1230,2423.8,195.46078303029492,2920.6
1231,2425.8,194.92654305294366,2921.4
1232,2425.8,195.78232190207632,2923.4
1233,2427.8,195.12775829558046,2922.6
1234,2428.2,195.54652158586953,2927.4
1235,2428.6,195.9430645157436,2925.8
1236,2423.8,196.65480010753134,2925.0
1237,2425.8,195.49340364984636,2923.4
1238,2425.4,195.71730582862543,2923.6
1239,2425.4,195.01365680574816,2923.8
1240,2432.4,194.16416006726027,2929.2
1241,2432.2,196.0301342724362,2929.4
1242,2419.6,198.27510331971828,2931.0
1243,2419.6,194.96907352295804,2917.6
1244,2419.4,195.26062362438887,2917.6
1245,2419.6,194.95814120223392,2917.6
1246,2420.8,195.1986220767284,2919.6
1247,2421.6,195.2810081940131,2919.6
1248,2422.6,195.15283562870547,2919.6
1249,2411.8,196.25043813545219,2919.4
1250,2408.8,196.38143074392002,2909.4
1251,2409.6,196.8115440492804,2907.6
1252,2410.2,197.0495161754971,2909.4
1253,2411.5,196.98815868581025,2909.4
1254,2411.6,196.97739860961332,2909.6
1255,2411.8,197.12532221792853,2913.4
1256,2409.8,197.95671413839963,2911.8
1257,2403.6,197.37471983662783,2907.4
1258,2407.8,196.483307593994,2907.6
1259,2409.6,196.40555811924813,2905.4
1260,2409.6,196.05964551248675,2907.4
1261,2412.0,195.46642668171074,2907.6
1262,2407.6,197.09501106324583,2907.8
1263,2407.8,196.3047933490383,2907.4
1264,2407.6,196.0804714685974,2907.6
1265,2407.8,195.50216948566364,2905.8
1266,2409.4,195.6440569092009,2907.4
1267,2409.6,196.00114256396554,2908.4
1268,2411.6,195.50397942147836,2906.8
1269,2411.8,195.87446952550386,2907.6
1270,2413.8,195.0598668878482,2911.4
1271,2413.6,195.71360721331584,2913.4
1272,2414.2,195.5804266974674,2913.6
1273,2412.0,196.0196572144209,2909.6
1274,2412.8,195.44114411147112,2909.4
1275,2413.6,195.54086818967272,2909.6
1276,2413.8,195.33912261699228,2909.6
1277,2412.4,195.02198860982375,2907.6
1278,2411.4,195.1267523471666,2907.6
1279,2412.2,195.07413823063376,2909.4
1280,2410.6,195.10609717690738,2907.6
1281,2409.6,193.74913626830187,2903.6
1282,2409.6,193.93819552946866,2903.4
1283,2409.6,193.83527898899138,2903.6
1284,2409.6,193.99662829461883,2903.6
1285,2410.0,194.18490093963405,2903.6
1286,2409.6,194.7548199762563,2905.4
1287,2409.6,194.3657689915455,2905.6
1288,2404.6,195.00472684270628,2903.6
1289,2409.8,194.57996991783492,2905.6
1290,2399.6,194.5880463602786,2899.4
1291,2401.8,195.82116435676855,2895.4
1292,2403.6,196.65214049166443,2899.6
1293,2401.6,196.70175415806065,2897.4
1294,2398.6,196.71071816711597,2895.6
1295,2397.6,196.50854668079054,2895.6
1296,2399.6,196.37382242160223,2895.6
1297,2399.6,196.19298259009798,2895.4
1298,2399.6,196.42618690115316,2893.6
1299,2399.6,196.3473372867156,2893.8
1300,2401.4,195.8830345825499,2895.4
1301,2399.6,196.52898987399382,2899.0
1302,2397.3,195.47673867895293,2891.4
1303,2397.4,195.35224232236396,2891.8
1304,2397.6,196.25637043339043,2891.8
1305,2395.2,195.31389336005293,2892.0
1306,2394.0,195.95766071487915,2893.0
1307,2393.8,195.30125596275357,2887.4
1308,2393.2,195.65404707002395,2889.8
1309,2392.0,196.05845795273584,2889.8
1310,2391.8,195.65861214289333,2889.6
1311,2391.2,195.099234947804,2885.6
1312,2391.8,194.8939710550815,2887.8
1313,2397.4,194.23558713009703,2891.8
1314,2397.8,194.59565020785757,2893.6
1315,2397.6,194.90726361964425,2892.6
1316,2397.8,195.22426634372303,2891.8
1317,2399.6,194.9734814492994,2891.6
1318,2399.8,195.0491968389774,2893.8
1319,2401.6,195.25155044835216,2895.6
1320,2397.8,193.86357805029965,2889.6
1321,2397.8,194.4016082074027,2891.6
1322,2398.0,194.50374196875146,2893.8
1323,2399.2,194.51523052642952,2897.4
1324,2399.2,194.25890062853696,2891.6
1325,2392.2,195.69628725116542,2889.8
1326,2391.6,194.3629832809692,2887.6
1327,2391.6,193.9534164898715,2887.6
1328,2393.2,194.33704224477373,2891.4
1329,2395.4,193.99120699247788,2889.6
1330,2397.6,193.44683116542268,2888.0
1331,2403.8,192.73703639202756,2897.4
1332,2403.6,194.5285905605332,2895.6
1333,2403.6,194.70515832596678,2897.8
1334,2400.0,195.05254597840752,2893.8
1335,2396.0,195.66167661618368,2891.6
1336,2389.8,195.89474127087468,2889.4
1337,2391.6,194.35359102345896,2883.6
1338,2392.6,194.48204695865996,2889.4
1339,2397.2,194.3601411492168,2889.4
1340,2398.4,194.43645984884617,2889.6
1341,2427.6,195.1765222493776,2926.4
1342,2419.8,198.57415561584648,2923.4
1343,2421.6,197.35501698289877,2920.4
1344,2419.8,197.76359410034306,2923.8
1345,2420.4,197.26916879856137,2921.4
1346,2419.6,197.29527147079355,2921.4
1347,2420.0,197.42709673042043,2918.6
1348,2419.8,197.28740941654738,2918.6
1349,2419.8,196.99167905500065,2919.6
1350,2419.8,197.47896783458162,2917.6
1351,2417.8,197.12078463542286,2917.6
1352,2417.6,196.52897603763833,2917.6
1353,2417.6,196.49084369209513,2916.4
1354,2417.4,196.42655905981084,2914.6
1355,2417.2,196.7309957736105,2915.6
1356,2415.6,196.92125465847013,2915.8
1357,2416.0,196.30475347788163,2915.8
1358,2417.6,196.72611476367481,2917.4
1359,2414.0,197.24309831574445,2913.8
1360,2413.6,196.85645998179172,2915.4
1361,2418.4,196.7104865422006,2917.0
1362,2420.2,197.38363676153372,2921.0
1363,2415.0,196.53303178391138,2917.0
1364,2419.1,195.27642387178295,2913.8
1365,2415.8,196.33570093861192,2915.8
1366,2416.0,195.4107163105054,2917.4
1367,2417.8,195.40391478974823,2912.0
1368,2416.2,195.26292823217244,2911.6
1369,2417.8,195.65599739223808,2912.6
1370,2417.8,195.9787556720405,2913.6
1371,2415.6,195.5001205252479,2911.8
1372,2415.8,195.165187530753,2913.6
1373,2415.8,195.02545475911768,2912.4
1374,2417.6,195.08368651748688,2915.4
1375,2417.8,194.94226028444285,2913.4
1376,2417.4,194.97568623992785,2911.6
1377,2415.6,195.1849358398218,2911.6
1378,2415.8,195.13630692011094,2913.6
